"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.912946448399","335 /  65     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.116965063224","323 /  63     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.108770969359","66 /  37     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.100578902067","9 /  44     "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.100578902067","5 /  6     "
"Phospholipase A2 group V","PLA2G5","P39877","CHEMBL4323","Enzyme","0.100578902067","0 /  3     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.100578902067","10 /  0     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.100578902067","115 /  0     "
"Estradiol 17-beta-dehydrogenase 3","HSD17B3","P37058","CHEMBL4234","Enzyme","0.100578902067","13 /  6     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.100578902067","3 /  11     "
"17-beta-hydroxysteroid dehydrogenase 14","HSD17B14","Q9BPX1","CHEMBL3712868","Enzyme","0.100578902067","1 /  0     "
"Cyclin-dependent kinase 4","CDK4","P11802","CHEMBL331","Kinase","0.100578902067","25 /  0     "
"Phospholipase A2 group IIA","PLA2G2A","P14555","CHEMBL3474","Enzyme","0.100578902067","1 /  7     "
"14-3-3 protein gamma","YWHAG","P61981","CHEMBL1293296","Unclassified protein","0.100578902067","2 /  0     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.100578902067","11 /  0     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.100578902067","10 /  0     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.100578902067","15 /  0     "
"Alpha-synuclein","SNCA","P37840","CHEMBL6152","Unclassified protein","0.100578902067","24 /  0     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.100578902067","12 /  0     "
"Serine/threonine-protein kinase WEE1","WEE1","P30291","CHEMBL5491","Kinase","0.100578902067","79 /  0     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.100578902067","6 /  0     "
"MAP kinase p38 alpha","MAPK14","Q16539","CHEMBL260","Kinase","0.100578902067","12 /  0     "
"6-phosphogluconate dehydrogenase","PGD","P52209","CHEMBL3404","Enzyme","0.100578902067","4 /  0     "
"Heat shock protein HSP 90-alpha","HSP90AA1","P07900","CHEMBL3880","Other cytosolic protein","0.100578902067","38 /  0     "
"Insulin receptor","INSR","P06213","CHEMBL1981","Kinase","0.100578902067","7 /  0     "
