"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Voltage-gated calcium channel alpha2/delta subunit 1   (by homology)","CACNA2D1","P54289","CHEMBL1919","Calcium channel auxiliary subunit alpha2delta family","0.0630257148888","14 /  0     "
"Carboxypeptidase B2 isoform A","CPB2","Q96IY4","CHEMBL3419","Protease","0.053517944289","5 /  60     "
"Histamine H3 receptor","HRH3","Q9Y5N1","CHEMBL264","Family A G protein-coupled receptor","0.053517944289","0 /  129     "
"Histamine H4 receptor","HRH4","Q9H3N8","CHEMBL3759","Family A G protein-coupled receptor","0.053517944289","0 /  80     "
"Glutamate receptor ionotropic, AMPA 1","GRIA1","P42261","CHEMBL2009","Ligand-gated ion channel","0.053517944289","11 /  0     "
"Glutamate receptor ionotropic, AMPA 4","GRIA4","P48058","CHEMBL3190","Ligand-gated ion channel","0.053517944289","11 /  0     "
"Glutamate receptor ionotropic, AMPA 2","GRIA2","P42262","CHEMBL4016","Ligand-gated ion channel","0.053517944289","10 /  0     "
"Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1","GFPT1","Q06210","CHEMBL1909481","Enzyme","0.053517944289","2 /  0     "
"GABA-B receptor","GABBR2 GABBR1","O75899 Q9UBS5","CHEMBL2111463","Family C G protein-coupled receptor","0.053517944289","16 /  0     "
"Glutamate receptor ionotropic kainate 5","GRIK5","Q16478","CHEMBL2675","Ligand-gated ion channel","0.053517944289","8 /  0     "
"GABA-B receptor   (by homology)","GABBR1","Q9UBS5","CHEMBL2064","Family C G protein-coupled receptor","0.0439186325197","5 /  0     "
"Histamine H2 receptor","HRH2","P25021","CHEMBL1941","Family A G protein-coupled receptor","0.0439186325197","0 /  6     "
"Histamine H1 receptor","HRH1","P35367","CHEMBL231","Family A G protein-coupled receptor","0.0439186325197","0 /  14     "
"Kynureninase","KYNU","Q16719","CHEMBL5100","Enzyme","0.0439186325197","4 /  0     "
"Aminopeptidase A","ENPEP","Q07075","CHEMBL3439","Protease","0.0439186325197","11 /  0     "
"Kynurenine 3-monooxygenase   (by homology)","KMO","O15229","CHEMBL2145","Oxidoreductase","0.0439186325197","8 /  0     "
"GABA transporter 1   (by homology)","SLC6A1","P30531","CHEMBL1903","Electrochemical transporter","0.0439186325197","4 /  0     "
"Ornithine decarboxylase","ODC1","P11926","CHEMBL1869","Lyase","0.0","6 /  0     "
"GABA receptor rho-1 subunit","GABRR1","P24046","CHEMBL3561","Ligand-gated ion channel","0.0","3 /  0     "
"Xaa-Pro dipeptidase","PEPD","P12955","CHEMBL4185","Protease","0.0","1 /  0     "
"Tyrosine-protein kinase FYN","FYN","P06241","CHEMBL1841","Kinase","0.0","2 /  0     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.0","2 /  0     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.0","1 /  0     "
"Aminopeptidase B","RNPEP","Q9H4A4","CHEMBL2432","Protease","0.0","1 /  0     "
"Ornithine aminotransferase, mitochondrial","OAT","P04181","CHEMBL5954","Enzyme","0.0","1 /  0     "
"Dipeptidyl peptidase II","DPP7","Q9UHL4","CHEMBL3976","Protease","0.0","0 /  3     "
"GABA A receptor alpha-3/beta-2/gamma-2","GABRA3 GABRB2 GABRG2","P34903 P47870 P18507","CHEMBL2111339","Ligand-gated ion channel","0.0","1 /  0     "
"GABA A receptor alpha-2/beta-2/gamma-2","GABRA2 GABRB2 GABRG2","P47869 P47870 P18507","CHEMBL2111413","Ligand-gated ion channel","0.0","2 /  0     "
"Tyrosine 3-hydroxylase","TH","P07101","CHEMBL1969","Oxidoreductase","0.0","1 /  0     "
"Excitatory amino acid transporter 3","SLC1A1","P43005","CHEMBL2721","Electrochemical transporter","0.0","6 /  0     "
"Glutamate receptor ionotropic kainate 1","GRIK1","P39086","CHEMBL1918","Ligand-gated ion channel","0.0","40 /  0     "
