"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.378516975684","1 /  4     "
"Guanine deaminase","GDA","Q9Y2T3","CHEMBL3129","Hydrolase","0.378516975684","3 /  2     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.0630257148888","9 /  187     "
"HERG","KCNH2","Q12809","CHEMBL240","Voltage-gated ion channel","0.0630257148888","0 /  1     "
"Bromodomain-containing protein 4","BRD4","O60885","CHEMBL1163125","Reader","0.0439186325197","0 /  2     "
"Bromodomain-containing protein 2","BRD2","P25440","CHEMBL1293289","Reader","0.0439186325197","0 /  2     "
"Bromodomain testis-specific protein","BRDT","Q58F21","CHEMBL1795185","Reader","0.0439186325197","0 /  2     "
"Bromodomain-containing protein 3","BRD3","Q15059","CHEMBL1795186","Reader","0.0439186325197","0 /  2     "
"Purine nucleoside phosphorylase","PNP","P00491","CHEMBL4338","Enzyme","0.0439186325197","1 /  3     "
"Adenosine A2a receptor","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.0439186325197","8 /  65     "
"Adenosine A2b receptor","ADORA2B","P29275","CHEMBL255","Family A G protein-coupled receptor","0.0439186325197","3 /  66     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.0439186325197","2 /  48     "
"Acidic mammalian chitinase   (by homology)","CHIA","Q9BZP6","CHEMBL1293197","Enzyme","0.0439186325197","0 /  1     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.0","5 /  0     "
"Leukocyte elastase","ELANE","P08246","CHEMBL248","Protease","0.0","4 /  0     "
"Urokinase-type plasminogen activator","PLAU","P00749","CHEMBL3286","Protease","0.0","1 /  0     "
"Thymidine phosphorylase","TYMP","P19971","CHEMBL3106","Enzyme","0.0","12 /  2     "
"Histone acetyltransferase PCAF","KAT2B","Q92831","CHEMBL5500","Writer","0.0","5 /  0     "
"Phosphodiesterase 4A","PDE4A","P27815","CHEMBL254","Phosphodiesterase","0.0","0 /  1     "
"Acyl coenzyme A:cholesterol acyltransferase","CES1","P23141","CHEMBL2265","Enzyme","0.0","11 /  0     "
"Dual specificity phosphatase Cdc25B","CDC25B","P30305","CHEMBL4804","Phosphatase","0.0","7 /  0     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.0","9 /  0     "
"Cyclin-dependent kinase 2/cyclin E1","CCNE1 CDK2","P24864 P24941","CHEMBL1907605","Kinase","0.0","1 /  0     "
