"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Egl nine homolog 1","EGLN1","Q9GZT9","CHEMBL5697","Oxidoreductase","0.0238327432783","0 /  2     "
"GABA transporter 1","SLC6A1","P30531","CHEMBL1903","Electrochemical transporter","0.0","0 /  1     "
"GABA-A receptor; alpha-1/beta-2/gamma-2","GABRA1 GABRB2 GABRG2","P14867 P47870 P18507","CHEMBL2095172","Ligand-gated ion channel","0.0","0 /  1     "
"GABA A receptor alpha-3/beta-2/gamma-2","GABRA3 GABRB2 GABRG2","P34903 P47870 P18507","CHEMBL2111339","Ligand-gated ion channel","0.0","0 /  1     "
"GABA A receptor alpha-2/beta-2/gamma-2","GABRA2 GABRB2 GABRG2","P47869 P47870 P18507","CHEMBL2111413","Ligand-gated ion channel","0.0","0 /  1     "
"GABA-B receptor","GABBR2 GABBR1","O75899 Q9UBS5","CHEMBL2111463","Family C G protein-coupled receptor","0.0","0 /  1     "
"GABA receptor rho-1 subunit","GABRR1","P24046","CHEMBL3561","Ligand-gated ion channel","0.0","0 /  1     "
"GABA transporter 3","SLC6A11","P48066","CHEMBL5208","Electrochemical transporter","0.0","0 /  1     "
"GABA transporter 2   (by homology)","SLC6A13","Q9NSD5","CHEMBL4535","Electrochemical transporter","0.0","0 /  1     "
"Glutamate receptor ionotropic kainate 1","GRIK1","P39086","CHEMBL1918","Ligand-gated ion channel","0.0","0 /  5     "
"Glutamate receptor ionotropic, AMPA 1","GRIA1","P42261","CHEMBL2009","Ligand-gated ion channel","0.0","0 /  1     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.0","0 /  1     "
"Glutamate receptor ionotropic kainate 5","GRIK5","Q16478","CHEMBL2675","Ligand-gated ion channel","0.0","0 /  1     "
"Metabotropic glutamate receptor 4","GRM4","Q14833","CHEMBL2736","Family C G protein-coupled receptor","0.0","0 /  3     "
"Metabotropic glutamate receptor 3","GRM3","Q14832","CHEMBL2888","Family C G protein-coupled receptor","0.0","0 /  5     "
"Glutamate receptor ionotropic, AMPA 4","GRIA4","P48058","CHEMBL3190","Ligand-gated ion channel","0.0","0 /  1     "
"Metabotropic glutamate receptor 5","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.0","0 /  3     "
"Metabotropic glutamate receptor 8","GRM8","O00222","CHEMBL3228","Family C G protein-coupled receptor","0.0","0 /  3     "
"Glutamate receptor ionotropic kainate 2","GRIK2","Q13002","CHEMBL3683","Ligand-gated ion channel","0.0","0 /  4     "
"Glutamate receptor ionotropic kainate 3","GRIK3","Q13003","CHEMBL3684","Ligand-gated ion channel","0.0","0 /  1     "
"Metabotropic glutamate receptor 1","GRM1","Q13255","CHEMBL3772","Family C G protein-coupled receptor","0.0","0 /  2     "
"Metabotropic glutamate receptor 7","GRM7","Q14831","CHEMBL3777","Family C G protein-coupled receptor","0.0","0 /  1     "
"Glutamate receptor ionotropic, AMPA 2","GRIA2","P42262","CHEMBL4016","Ligand-gated ion channel","0.0","0 /  1     "
"Metabotropic glutamate receptor 6","GRM6","O15303","CHEMBL4573","Family C G protein-coupled receptor","0.0","0 /  3     "
"Metabotropic glutamate receptor 2","GRM2","Q14416","CHEMBL5137","Family C G protein-coupled receptor","0.0","0 /  9     "
"Histone deacetylase 3","HDAC3","O15379","CHEMBL1829","Eraser","0.0","0 /  1     "
"Carnitine palmitoyltransferase 2","CPT2","P23786","CHEMBL3238","Enzyme","0.0","0 /  1     "
"Voltage-gated calcium channel alpha2/delta subunit 1   (by homology)","CACNA2D1","P54289","CHEMBL1919","Calcium channel auxiliary subunit alpha2delta family","0.0","0 /  3     "
"Xaa-Pro dipeptidase","PEPD","P12955","CHEMBL4185","Protease","0.0","0 /  1     "
"Lysine-specific demethylase 4D-like","KDM4E","B2RXH2","CHEMBL1293226","Eraser","0.0","0 /  2     "
"Lysine-specific demethylase 2A","KDM2A","Q9Y2K7","CHEMBL1938210","Eraser","0.0","0 /  3     "
"Lysine-specific demethylase 6B","KDM6B","O15054","CHEMBL1938211","Eraser","0.0","0 /  1     "
"Histone lysine demethylase PHF8","PHF8","Q9UPP1","CHEMBL1938212","Eraser","0.0","0 /  3     "
"Lysine-specific demethylase 5C","KDM5C","P41229","CHEMBL2163176","Eraser","0.0","0 /  3     "
"Leukotriene A4 hydrolase","LTA4H","P09960","CHEMBL4618","Protease","0.0","0 /  1     "
"Excitatory amino acid transporter 3","SLC1A1","P43005","CHEMBL2721","Electrochemical transporter","0.0","1 /  3     "
"Excitatory amino acid transporter 2","SLC1A2","P43004","CHEMBL4973","Electrochemical transporter","0.0","1 /  2     "
"Betaine transporter","SLC6A12","P48065","CHEMBL3715","Electrochemical transporter","0.0","0 /  2     "
"ATP-citrate synthase","ACLY","P53396","CHEMBL3720","Enzyme","0.0","0 /  1     "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.0","0 /  1     "
"Protein farnesyltransferase","FNTA FNTB","P49354 P49356","CHEMBL2094108","Enzyme","0.0","0 /  3     "
"Carboxypeptidase A1","CPA1","P15085","CHEMBL2088","Protease","0.0","0 /  1     "
