"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.0893704742941","0 /  64     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.080569968052","1 /  62     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0717871625222","29 /  7     "
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.0717871625222","0 /  138     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.0717871625222","0 /  150     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.0717871625222","1 /  3     "
"Tyrosine-protein kinase FYN","FYN","P06241","CHEMBL1841","Kinase","0.0717871625222","3 /  5     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.0717871625222","3 /  2     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0717871625222","16 /  0     "
"G protein-coupled receptor 44","PTGDR2","Q9Y5Y4","CHEMBL5071","Family A G protein-coupled receptor","0.0717871625222","1 /  0     "
"Lysine-specific demethylase 4D-like","KDM4E","B2RXH2","CHEMBL1293226","Eraser","0.0717871625222","5 /  2     "
"Thyroid hormone receptor alpha","THRA","P10827","CHEMBL1860","Nuclear receptor","0.0717871625222","0 /  24     "
"Thyroid hormone receptor beta-1","THRB","P10828","CHEMBL1947","Nuclear receptor","0.0717871625222","0 /  28     "
"Leucine aminopeptidase","LAP3","P28838","CHEMBL3965","Protease","0.0717871625222","2 /  0     "
"Peroxisome proliferator-activated receptor delta","PPARD","Q03181","CHEMBL3979","Nuclear receptor","0.0717871625222","0 /  44     "
"Thiopurine S-methyltransferase","TPMT","P51580","CHEMBL2500","Enzyme","0.0717871625222","4 /  0     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.0","0 /  28     "
"Free fatty acid receptor 1","FFAR1","O14842","CHEMBL4422","Family A G protein-coupled receptor","0.0","0 /  52     "
"Lysine-specific demethylase 4A","KDM4A","O75164","CHEMBL5896","Eraser","0.0","3 /  0     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.0","28 /  10     "
"Fructose-1,6-bisphosphatase","FBP1","P09467","CHEMBL3975","Enzyme","0.0","12 /  0     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0","6 /  43     "
"Lysine-specific demethylase 3A","KDM3A","Q9Y4C1","CHEMBL1938209","Eraser","0.0","1 /  0     "
"Lysine-specific demethylase 6B","KDM6B","O15054","CHEMBL1938211","Eraser","0.0","1 /  0     "
"Alpha-ketoglutarate-dependent dioxygenase FTO","FTO","Q9C0B1","CHEMBL2331065","Oxidoreductase","0.0","2 /  0     "
"Lysine-specific demethylase 4C","KDM4C","Q9H3R0","CHEMBL6175","Eraser","0.0","3 /  0     "
"Growth factor receptor-bound protein 2","GRB2","P62993","CHEMBL3663","Other cytosolic protein","0.0","0 /  1     "
"L-type amino acid transporter 1","SLC7A5","Q01650","CHEMBL4459","Electrochemical transporter","0.0","0 /  3     "
"Endothelin-converting enzyme 1","ECE1","P42892","CHEMBL4791","Protease","0.0","2 /  0     "
"Interleukin-8","CXCL8","P10145","CHEMBL2157","Secreted protein","0.0","0 /  1     "
"Solute carrier family 22 member 6   (by homology)","SLC22A6","Q4U2R8","CHEMBL1641347","Electrochemical transporter","0.0","0 /  1     "
"Tyrosine 3-hydroxylase","TH","P07101","CHEMBL1969","Oxidoreductase","0.0","0 /  1     "
"Alpha-L-fucosidase I","FUCA1","P04066","CHEMBL4176","Enzyme","0.0","7 /  0     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.0","0 /  17     "
"Mast cell carboxypeptidase A","CPA3","P15088","CHEMBL2645","Protease","0.0","0 /  3     "
"Cytochrome P450 1A2","CYP1A2","P05177","CHEMBL3356","Cytochrome P450","0.0","0 /  1     "
"Carboxypeptidase B2 isoform A","CPB2","Q96IY4","CHEMBL3419","Protease","0.0","0 /  1     "
"AMP deaminase 3","AMPD3","Q01432","CHEMBL2912","Enzyme","0.0","3 /  0     "
"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2","ITGAL ICAM1 ITGB2","P20701 P05362 P05107","CHEMBL2096661","Membrane receptor","0.0","2 /  0     "
"Receptor-type tyrosine-protein phosphatase alpha","PTPRA","P18433","CHEMBL3918","Phosphatase","0.0","0 /  1     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.0","0 /  12     "
"Glutamate receptor ionotropic kainate 1","GRIK1","P39086","CHEMBL1918","Ligand-gated ion channel","0.0","20 /  0     "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.0","0 /  5     "
"Lysine-specific demethylase 2A","KDM2A","Q9Y2K7","CHEMBL1938210","Eraser","0.0","3 /  0     "
"Steroid 5-alpha-reductase 2","SRD5A2","P31213","CHEMBL1856","Oxidoreductase","0.0","0 /  3     "
"C-terminal-binding protein 2","CTBP2","P56545","CHEMBL3797016","Unclassified protein","0.0","2 /  13     "
"Melatonin receptor 1A","MTNR1A","P48039","CHEMBL1945","Family A G protein-coupled receptor","0.0","0 /  6     "
"Glutathione reductase","GSR","P00390","CHEMBL2755","Oxidoreductase","0.0","1 /  0     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.0","0 /  18     "
"Bile acid receptor FXR","NR1H4","Q96RI1","CHEMBL2047","Nuclear receptor","0.0","0 /  2     "
"DNA-(apurinic or apyrimidinic site) lyase","APEX1","P27695","CHEMBL5619","Enzyme","0.0","0 /  1     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.0","0 /  12     "
"Programmed cell death protein 4","PDCD4","Q53EL6","CHEMBL1781868","Unclassified protein","0.0","1 /  0     "
"Low affinity neurotrophin receptor p75NTR","NGFR","P08138","CHEMBL4762","Membrane receptor","0.0","1 /  0     "
"Bifunctional protein NCOAT","OGA","O60502","CHEMBL5921","Enzyme","0.0","3 /  0     "
"Prostanoid FP receptor","PTGFR","P43088","CHEMBL1987","Family A G protein-coupled receptor","0.0","0 /  9     "
"Aldo-keto reductase family 1 member C2","AKR1C2","P52895","CHEMBL5847","Enzyme","0.0","2 /  0     "
"Aldo-keto reductase family 1 member C1","AKR1C1","Q04828","CHEMBL5905","Enzyme","0.0","2 /  0     "
"Uracil nucleotide/cysteinyl leukotriene receptor","GPR17","Q13304","CHEMBL1075162","Family A G protein-coupled receptor","0.0","2 /  0     "
"Carbonic anhydrase XIII   (by homology)","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.0","2 /  2     "
"GABA-A receptor; alpha-1/beta-2/gamma-2","GABRA1 GABRB2 GABRG2","P14867 P47870 P18507","CHEMBL2095172","Ligand-gated ion channel","0.0","0 /  3     "
"Endothelin receptor ET-B","EDNRB","P24530","CHEMBL1785","Family A G protein-coupled receptor","0.0","0 /  3     "
"Endothelin receptor ET-A","EDNRA","P25101","CHEMBL252","Family A G protein-coupled receptor","0.0","0 /  4     "
"Macrophage migration inhibitory factor","MIF","P14174","CHEMBL2085","Enzyme","0.0","1 /  1     "
"GABA-B receptor","GABBR2 GABBR1","O75899 Q9UBS5","CHEMBL2111463","Family C G protein-coupled receptor","0.0","4 /  4     "
"Glutamate receptor ionotropic, AMPA 4","GRIA4","P48058","CHEMBL3190","Ligand-gated ion channel","0.0","4 /  0     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.0","10 /  2     "
"Carboxylesterase 2","CES2","O00748","CHEMBL3180","Enzyme","0.0","0 /  6     "
"DNA excision repair protein ERCC-5","ERCC5","P28715","CHEMBL4736","Other nuclear protein","0.0","0 /  5     "
