"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","1.0","16 /  66     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","1.0","6 /  18     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","1.0","10 /  20     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","1.0","6 /  20     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","1.0","11 /  14     "
"Cyclin-dependent kinase 1/cyclin B","CCNB3 CDK1 CCNB1 CCNB2","Q8WWL7 P06493 P14635 O95067","CHEMBL2094127","Other cytosolic protein","1.0","4 /  11     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","1.0","8 /  9     "
"Cyclin-dependent kinase 6","CDK6","Q00534","CHEMBL2508","Kinase","1.0","3 /  4     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","1.0","6 /  9     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","1.0","12 /  15     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","1.0","5 /  9     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","1.0","8 /  9     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","1.0","13 /  45     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","1.0","12 /  47     "
"ATP-binding cassette sub-family G member 2","ABCG2","Q9UNQ0","CHEMBL5393","Primary active transporter","1.0","6 /  47     "
"Carbonyl reductase [NADPH] 1","CBR1","P16152","CHEMBL5586","Enzyme","1.0","3 /  2     "
"Tankyrase-2","TNKS2","Q9H2K2","CHEMBL6154","Enzyme","0.567787771936","4 /  12     "
"Tankyrase-1","TNKS","O95271","CHEMBL6164","Enzyme","0.567787771936","4 /  28     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.528330909886","7 /  8     "
"Arachidonate 12-lipoxygenase","ALOX12","P18054","CHEMBL3687","Enzyme","0.528330909886","10 /  11     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.418442930291","82 /  47     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.418442930291","103 /  50     "
"Estradiol 17-beta-dehydrogenase 1","HSD17B1","P14061","CHEMBL3181","Enzyme","0.394922310796","8 /  4     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.371344503736","4 /  25     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.371344503736","7 /  23     "
"Adenosine A2a receptor   (by homology)","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.371344503736","9 /  11     "
"Poly [ADP-ribose] polymerase-1","PARP1","P09874","CHEMBL3105","Enzyme","0.355612865013","3 /  9     "
"Lysine-specific demethylase 4D-like","KDM4E","B2RXH2","CHEMBL1293226","Eraser","0.347652208386","2 /  2     "
"Cyclin-dependent kinase 1","CDK1","P06493","CHEMBL308","Kinase","0.347652208386","4 /  10     "
"G protein-coupled receptor kinase 6","GRK6","P43250","CHEMBL6144","Kinase","0.347652208386","3 /  4     "
"Casein kinase II alpha","CSNK2A1","P68400","CHEMBL3629","Kinase","0.30846719283","5 /  3     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.276998597662","5 /  7     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.276998597662","6 /  29     "
"Tyrosine-protein kinase receptor FLT3","FLT3","P36888","CHEMBL1974","Kinase","0.276998597662","5 /  7     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.276998597662","4 /  14     "
"Tyrosine-protein kinase SYK","SYK","P43405","CHEMBL2599","Kinase","0.276998597662","2 /  3     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.276998597662","5 /  7     "
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","0.276998597662","6 /  11     "
"Transthyretin","TTR","P02766","CHEMBL3194","Secreted protein","0.276998597662","5 /  2     "
"Cystic fibrosis transmembrane conductance regulator","CFTR","P13569","CHEMBL4051","Other ion channel","0.276998597662","1 /  1     "
"Aldo-keto reductase family 1 member B10","AKR1B10","O60218","CHEMBL5983","Enzyme","0.276998597662","2 /  3     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.245480951836","10 /  3     "
"Inhibitor of nuclear factor kappa B kinase beta subunit","IKBKB","O14920","CHEMBL1991","Kinase","0.198443988437","2 /  1     "
"Neurotrophic tyrosine kinase receptor type 2","NTRK2","Q16620","CHEMBL4898","Kinase","0.198443988437","1 /  1     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.182723414023","1 /  3     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.182723414023","3 /  22     "
