"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"DNA topoisomerase II alpha","TOP2A","P11388","CHEMBL1806","Isomerase","0.0849737018175","0 /  2     "
"C-C chemokine receptor type 1","CCR1","P32246","CHEMBL2413","Family A G protein-coupled receptor","0.033970689612","0 /  10     "
"C-C chemokine receptor type 5","CCR5","P51681","CHEMBL274","Family A G protein-coupled receptor","0.033970689612","0 /  6     "
"C-C chemokine receptor type 8","CCR8","P51685","CHEMBL4596","Family A G protein-coupled receptor","0.033970689612","0 /  7     "
"Kinesin-like protein 1","KIF11","P52732","CHEMBL4581","Other cytosolic protein","0.033970689612","0 /  26     "
"Stem cell growth factor receptor","KIT","P10721","CHEMBL1936","Kinase","0.0238327432783","0 /  5     "
"Inosine-5'-monophosphate dehydrogenase 2","IMPDH2","P12268","CHEMBL2002","Oxidoreductase","0.0238327432783","0 /  17     "
"Platelet-derived growth factor receptor alpha","PDGFRA","P16234","CHEMBL2007","Kinase","0.0238327432783","0 /  2     "
"Fibroblast growth factor receptor 3","FGFR3","P22607","CHEMBL2742","Kinase","0.0238327432783","0 /  2     "
"Serotonin 2b (5-HT2b) receptor","HTR2B","P41595","CHEMBL1833","Family A G protein-coupled receptor","0.0238327432783","0 /  24     "
"Serotonin 1b (5-HT1b) receptor","HTR1B","P28222","CHEMBL1898","Family A G protein-coupled receptor","0.0238327432783","0 /  36     "
"Serotonin 1d (5-HT1d) receptor","HTR1D","P28221","CHEMBL1983","Family A G protein-coupled receptor","0.0238327432783","0 /  33     "
"Serotonin 2a (5-HT2a) receptor","HTR2A","P28223","CHEMBL224","Family A G protein-coupled receptor","0.0238327432783","0 /  40     "
"Serotonin 2c (5-HT2c) receptor","HTR2C","P28335","CHEMBL225","Family A G protein-coupled receptor","0.0238327432783","0 /  38     "
"Serotonin transporter   (by homology)","SLC6A4","P31645","CHEMBL228","Electrochemical transporter","0.0238327432783","0 /  46     "
"Dopamine transporter   (by homology)","SLC6A3","Q01959","CHEMBL238","Electrochemical transporter","0.0238327432783","0 /  26     "
"Myeloperoxidase","MPO","P05164","CHEMBL2439","Enzyme","0.0238327432783","0 /  29     "
