"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","1.0","7 /  8     "
"Aldose reductase   (by homology)","AKR1B1","P15121","CHEMBL1900","Enzyme","1.0","18 /  71     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","1.0","12 /  20     "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","1.0","2 /  3     "
"Tyrosine-protein kinase receptor FLT3","FLT3","P36888","CHEMBL1974","Kinase","1.0","5 /  7     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","1.0","8 /  14     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","1.0","5 /  47     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","1.0","8 /  13     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","1.0","9 /  3     "
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","1.0","7 /  11     "
"Estradiol 17-beta-dehydrogenase 1","HSD17B1","P14061","CHEMBL3181","Enzyme","1.0","9 /  4     "
"Aryl hydrocarbon receptor","AHR","P35869","CHEMBL3201","Transcription factor","1.0","1 /  1     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","1.0","10 /  17     "
"Estrogen-related receptor alpha","ESRRA","P11474","CHEMBL3429","Nuclear receptor","1.0","2 /  2     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","1.0","12 /  48     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","1.0","12 /  46     "
"ATP-binding cassette sub-family G member 2","ABCG2","Q9UNQ0","CHEMBL5393","Primary active transporter","1.0","6 /  47     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.795047263017","6 /  23     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.795047263017","7 /  12     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.768469201135","4 /  26     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.658019737641","5 /  18     "
"Glyoxalase I","GLO1","Q04760","CHEMBL2424","Enzyme","0.658019737641","3 /  4     "
"Tyrosine-protein kinase SYK","SYK","P43405","CHEMBL2599","Kinase","0.658019737641","3 /  3     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.658019737641","3 /  6     "
"Matrix metalloproteinase 9","MMP9","P14780","CHEMBL321","Protease","0.658019737641","2 /  2     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.658019737641","2 /  2     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.649780750482","6 /  8     "
"Arachidonate 12-lipoxygenase","ALOX12","P18054","CHEMBL3687","Enzyme","0.63332626242","9 /  10     "
"Receptor-type tyrosine-protein phosphatase S","PTPRS","Q13332","CHEMBL2396508","Phosphatase","0.608446264357","7 /  8     "
"Adenosine A2a receptor   (by homology)","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.567301899877","5 /  11     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.517921498424","6 /  18     "
