"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Histone deacetylase 3","HDAC3","O15379","CHEMBL1829","Eraser","0.105843861316","0 /  1     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.033970689612","2 /  0     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.033970689612","2 /  0     "
"Egl nine homolog 1","EGLN1","Q9GZT9","CHEMBL5697","Oxidoreductase","0.033970689612","0 /  2     "
"HMG-CoA reductase","HMGCR","P04035","CHEMBL402","Oxidoreductase","0.033970689612","0 /  1     "
"GABA transporter 1","SLC6A1","P30531","CHEMBL1903","Electrochemical transporter","0.0","0 /  1     "
"GABA-A receptor; alpha-1/beta-2/gamma-2","GABRA1 GABRB2 GABRG2","P14867 P47870 P18507","CHEMBL2095172","Ligand-gated ion channel","0.0","0 /  1     "
"GABA A receptor alpha-3/beta-2/gamma-2","GABRA3 GABRB2 GABRG2","P34903 P47870 P18507","CHEMBL2111339","Ligand-gated ion channel","0.0","0 /  1     "
"GABA A receptor alpha-2/beta-2/gamma-2","GABRA2 GABRB2 GABRG2","P47869 P47870 P18507","CHEMBL2111413","Ligand-gated ion channel","0.0","0 /  2     "
"GABA-B receptor","GABBR2 GABBR1","O75899 Q9UBS5","CHEMBL2111463","Family C G protein-coupled receptor","0.0","0 /  1     "
"GABA receptor rho-1 subunit","GABRR1","P24046","CHEMBL3561","Ligand-gated ion channel","0.0","0 /  1     "
"GABA transporter 3","SLC6A11","P48066","CHEMBL5208","Electrochemical transporter","0.0","0 /  1     "
"Solute carrier family 22 member 6   (by homology)","SLC22A6","Q4U2R8","CHEMBL1641347","Electrochemical transporter","0.0","0 /  2     "
"GABA transporter 2   (by homology)","SLC6A13","Q9NSD5","CHEMBL4535","Electrochemical transporter","0.0","0 /  1     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.0","1 /  0     "
"UDP-glucuronosyltransferase 2B7","UGT2B7","P16662","CHEMBL4370","Enzyme","0.0","0 /  4     "
"Fatty acid binding protein adipocyte","FABP4","P15090","CHEMBL2083","Fatty acid binding protein family","0.0","0 /  1     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.0","0 /  3     "
"Fatty acid binding protein muscle","FABP3","P05413","CHEMBL3344","Fatty acid binding protein family","0.0","0 /  1     "
"Fatty acid binding protein epidermal","FABP5","Q01469","CHEMBL3674","Fatty acid binding protein family","0.0","0 /  1     "
"Peroxisome proliferator-activated receptor delta","PPARD","Q03181","CHEMBL3979","Nuclear receptor","0.0","0 /  2     "
"Free fatty acid receptor 1","FFAR1","O14842","CHEMBL4422","Family A G protein-coupled receptor","0.0","0 /  1     "
"Fatty acid binding protein intestinal","FABP2","P12104","CHEMBL4879","Fatty acid binding protein family","0.0","0 /  1     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.0","0 /  1     "
"ATP-citrate synthase","ACLY","P53396","CHEMBL3720","Enzyme","0.0","0 /  1     "
"Matrix metalloproteinase 9","MMP9","P14780","CHEMBL321","Protease","0.0","2 /  0     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0","1 /  0     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.0","5 /  0     "
"Matrix metalloproteinase 8","MMP8","P22894","CHEMBL4588","Protease","0.0","2 /  0     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.0","0 /  3     "
"Prostanoid EP2 receptor","PTGER2","P43116","CHEMBL1881","Family A G protein-coupled receptor","0.0","0 /  1     "
"Prostanoid FP receptor","PTGFR","P43088","CHEMBL1987","Family A G protein-coupled receptor","0.0","0 /  1     "
"Neuronal acetylcholine receptor protein alpha-7 subunit   (by homology)","CHRNA7","P36544","CHEMBL2492","Ligand-gated ion channel","0.0","0 /  2     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.0","0 /  4     "
"Vitamin D receptor","VDR","P11473","CHEMBL1977","Nuclear receptor","0.0","0 /  1     "
"Bile acid receptor FXR","NR1H4","Q96RI1","CHEMBL2047","Nuclear receptor","0.0","0 /  7     "
"Dual specificity phosphatase Cdc25A","CDC25A","P30304","CHEMBL3775","Phosphatase","0.0","0 /  2     "
"G-protein coupled bile acid receptor 1","GPBAR1","Q8TDU6","CHEMBL5409","Family A G protein-coupled receptor","0.0","0 /  13     "
"Aldo-keto reductase family 1 member B10","AKR1B10","O60218","CHEMBL5983","Enzyme","0.0","0 /  1     "
"DNA polymerase beta   (by homology)","POLB","P06746","CHEMBL2392","Enzyme","0.0","0 /  1     "
"Toll-like receptor 4   (by homology)","TLR4","O00206","CHEMBL5255","Toll-like and Il-1 receptors","0.0","1 /  0     "
