"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.100578902067","0 /  2     "
"Adenosylhomocysteinase   (by homology)","AHCY","P23526","CHEMBL2664","Enzyme","0.100578902067","5 /  0     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.100578902067","2 /  0     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.100578902067","2 /  0     "
"Adenosine A2a receptor   (by homology)","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.100578902067","3 /  0     "
"Sialidase 3","NEU3","Q9UQ49","CHEMBL3046","Enzyme","0.100578902067","4 /  0     "
"Sialidase 2","NEU2","Q9Y3R4","CHEMBL3200","Enzyme","0.100578902067","4 /  0     "
"Sialidase 4","NEU4","Q8WWR8","CHEMBL4174","Enzyme","0.100578902067","4 /  0     "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.100578902067","0 /  14     "
"Low affinity sodium-glucose cotransporter","SLC5A4","Q9NY91","CHEMBL1770047","Electrochemical transporter","0.100578902067","0 /  10     "
"Sodium/glucose cotransporter 2","SLC5A2","P31639","CHEMBL3884","Electrochemical transporter","0.100578902067","0 /  58     "
"Sodium/glucose cotransporter 1","SLC5A1","P13866","CHEMBL4979","Electrochemical transporter","0.100578902067","0 /  34     "
"Epoxide hydratase","EPHX2","P34913","CHEMBL2409","Protease","0.0","0 /  1     "
"Tyrosyl-DNA phosphodiesterase 1","TDP1","Q9NUW8","CHEMBL1075138","Enzyme","0.0","0 /  2     "
"Bifunctional protein NCOAT","OGA","O60502","CHEMBL5921","Enzyme","0.0","4 /  0     "
"Squalene synthetase   (by homology)","FDFT1","P37268","CHEMBL3338","Enzyme","0.0","34 /  152     "
"Steroid 5-alpha-reductase 1","SRD5A1","P18405","CHEMBL1787","Oxidoreductase","0.0","0 /  1     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.0","34 /  15     "
"Endo-beta-N-acetylglucosaminidase","ENGASE","Q8NFI3","CHEMBL5172","Enzyme","0.0","1 /  0     "
"NAALADase II","NAALAD2","Q9Y3Q0","CHEMBL2609","Protease","0.0","10 /  0     "
"Solute carrier family 13 member 5","SLC13A5","Q86YT5","CHEMBL3769293","Electrochemical transporter","0.0","9 /  0     "
"Acyl-CoA:dihydroxyacetonephosphateacyltransferase","GNPAT","O15228","CHEMBL4494","Enzyme","0.0","2 /  0     "
"Endothelin-converting enzyme 1","ECE1","P42892","CHEMBL4791","Protease","0.0","6 /  0     "
"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2","ITGAL ICAM1 ITGB2","P20701 P05362 P05107","CHEMBL2096661","Membrane receptor","0.0","2 /  0     "
"Caspase-3","CASP3","P42574","CHEMBL2334","Protease","0.0","15 /  0     "
"Adenosine A1 receptor","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.0","8 /  2     "
"Kynurenine 3-monooxygenase   (by homology)","KMO","O15229","CHEMBL2145","Oxidoreductase","0.0","9 /  0     "
"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1","PIN1","Q13526","CHEMBL2288","Enzyme","0.0","1 /  0     "
"Glutamate receptor ionotropic, AMPA 1","GRIA1","P42261","CHEMBL2009","Ligand-gated ion channel","0.0","7 /  0     "
"Glutamate receptor ionotropic kainate 5","GRIK5","Q16478","CHEMBL2675","Ligand-gated ion channel","0.0","6 /  0     "
"Trehalase","TREH","O43280","CHEMBL3087","Enzyme","0.0","1 /  0     "
"Glutamate receptor ionotropic, AMPA 4","GRIA4","P48058","CHEMBL3190","Ligand-gated ion channel","0.0","7 /  0     "
"Glutamate receptor ionotropic, AMPA 2","GRIA2","P42262","CHEMBL4016","Ligand-gated ion channel","0.0","7 /  0     "
"ADAMTS5","ADAMTS5","Q9UNA0","CHEMBL2285","Protease","0.0","1 /  0     "
"Hypoxanthine-guanine phosphoribosyltransferase","HPRT1","P00492","CHEMBL2360","Enzyme","0.0","2 /  0     "
"Glutathione reductase","GSR","P00390","CHEMBL2755","Oxidoreductase","0.0","1 /  0     "
"Maltase-glucoamylase","MGAM","O43451","CHEMBL2074","Hydrolase","0.0","18 /  0     "
"Sucrase-isomaltase","SI","P14410","CHEMBL2748","Enzyme","0.0","15 /  0     "
"DNA polymerase delta subunit 1","POLD1","P28340","CHEMBL2735","Transferase","0.0","1 /  0     "
"Adenosine deaminase","ADA","P00813","CHEMBL1910","Hydrolase","0.0","2 /  0     "
"AMP deaminase 3","AMPD3","Q01432","CHEMBL2912","Enzyme","0.0","3 /  0     "
"Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1","GFPT1","Q06210","CHEMBL1909481","Enzyme","0.0","2 /  0     "
"Neprilysin   (by homology)","MME","P08473","CHEMBL1944","Protease","0.0","11 /  0     "
"ATP-citrate synthase","ACLY","P53396","CHEMBL3720","Enzyme","0.0","7 /  0     "
"Fructose-1,6-bisphosphatase","FBP1","P09467","CHEMBL3975","Enzyme","0.0","10 /  0     "
"Angiotensin-converting enzyme","ACE","P12821","CHEMBL1808","Protease","0.0","5 /  0     "
"Thiopurine S-methyltransferase","TPMT","P51580","CHEMBL2500","Enzyme","0.0","1 /  0     "
"Tyrosyl-tRNA synthetase","YARS","P54577","CHEMBL3179","Enzyme","0.0","8 /  0     "
"Egl nine homolog 1","EGLN1","Q9GZT9","CHEMBL5697","Oxidoreductase","0.0","4 /  0     "
"Alpha-ketoglutarate-dependent dioxygenase FTO","FTO","Q9C0B1","CHEMBL2331065","Oxidoreductase","0.0","1 /  0     "
"Leucine aminopeptidase","LAP3","P28838","CHEMBL3965","Protease","0.0","2 /  0     "
"Gamma-glutamyl hydrolase","GGH","Q92820","CHEMBL2223","Protease","0.0","1 /  0     "
"G protein-coupled receptor 44","PTGDR2","Q9Y5Y4","CHEMBL5071","Family A G protein-coupled receptor","0.0","1 /  0     "
"Purinergic receptor P2Y1","P2RY1","P47900","CHEMBL4315","Family A G protein-coupled receptor","0.0","15 /  0     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0","33 /  16     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0","16 /  21     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","14 /  21     "
"Pancreatic alpha-amylase","AMY2A","P04746","CHEMBL2045","Hydrolase","0.0","1 /  0     "
"c-Jun N-terminal kinase 1","MAPK8","P45983","CHEMBL2276","Kinase","0.0","1 /  0     "
"Leukocyte adhesion molecule-1","SELL","P14151","CHEMBL3161","Adhesion","0.0","1 /  0     "
"DNA polymerase alpha subunit","POLA1","P09884","CHEMBL1828","Transferase","0.0","2 /  0     "
"DNA polymerase beta","POLB","P06746","CHEMBL2392","Enzyme","0.0","3 /  0     "
"DNA polymerase gamma subunit 1","POLG","P54098","CHEMBL2732","Enzyme","0.0","2 /  0     "
"Cyclin-dependent kinase 1","CDK1","P06493","CHEMBL308","Kinase","0.0","1 /  0     "
"Pyrimidinergic receptor P2Y6","P2RY6","Q15077","CHEMBL4714","Family A G protein-coupled receptor","0.0","1 /  0     "
"Liver glycogen phosphorylase","PYGL","P06737","CHEMBL2568","Enzyme","0.0","11 /  0     "
"6-phosphogluconate dehydrogenase","PGD","P52209","CHEMBL3404","Enzyme","0.0","1 /  0     "
"Muscle glycogen phosphorylase","PYGM","P11217","CHEMBL3526","Enzyme","0.0","8 /  0     "
"Bile acid receptor FXR","NR1H4","Q96RI1","CHEMBL2047","Nuclear receptor","0.0","1 /  0     "
"DNA-(apurinic or apyrimidinic site) lyase","APEX1","P27695","CHEMBL5619","Enzyme","0.0","1 /  0     "
"Solute carrier family 28 member 3","SLC28A3","Q9HAS3","CHEMBL5707","Electrochemical transporter","0.0","0 /  1     "
"Thymidylate kinase","DTYMK","P23919","CHEMBL4388","Transferase","0.0","1 /  0     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.0","3 /  0     "
"Folylpoly-gamma-glutamate synthetase","FPGS","Q05932","CHEMBL3171","Enzyme","0.0","1 /  0     "
"Vitamin D receptor","VDR","P11473","CHEMBL1977","Nuclear receptor","0.0","0 /  3     "
"Protein kinase C delta","PRKCD","Q05655","CHEMBL2996","Kinase","0.0","0 /  15     "
"Caspase-6","CASP6","P55212","CHEMBL3308","Protease","0.0","3 /  0     "
"Caspase-7","CASP7","P55210","CHEMBL3468","Protease","0.0","3 /  0     "
"Caspase-8","CASP8","Q14790","CHEMBL3776","Protease","0.0","3 /  0     "
"Caspase-1","CASP1","P29466","CHEMBL4801","Protease","0.0","2 /  0     "
"Caspase-2","CASP2","P42575","CHEMBL4884","Protease","0.0","3 /  0     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.0","24 /  4     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0","50 /  7     "
"G-protein coupled receptor 35","GPR35","Q9HC97","CHEMBL1293267","Family A G protein-coupled receptor","0.0","1 /  0     "
"Cystic fibrosis transmembrane conductance regulator","CFTR","P13569","CHEMBL4051","Other ion channel","0.0","4 /  0     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.0","0 /  1     "
"P2X purinoceptor 3","P2RX3","P56373","CHEMBL2998","Ligand-gated ion channel","0.0","3 /  0     "
"Cytidine deaminase   (by homology)","CDA","P32320","CHEMBL4502","Enzyme","0.0","1 /  0     "
"Farnesyl diphosphate synthase","FDPS","P14324","CHEMBL1782","Transferase","0.0","8 /  0     "
"Tyrosine-protein kinase FYN","FYN","P06241","CHEMBL1841","Kinase","0.0","3 /  0     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.0","3 /  0     "
"Gamma-secretase","PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B","P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43","CHEMBL2094135","Protease","0.0","0 /  2     "
"Eukaryotic initiation factor 4A-I","EIF4A1","P60842","CHEMBL2052028","Hydrolase","0.0","0 /  11     "
"Programmed cell death protein 4","PDCD4","Q53EL6","CHEMBL1781868","Unclassified protein","0.0","1 /  0     "
"Hexokinase type II","HK2","P52789","CHEMBL2640","Enzyme","0.0","2 /  0     "
"Hexokinase type I","HK1","P19367","CHEMBL2688","Enzyme","0.0","2 /  0     "
"Transketolase","TKT","P29401","CHEMBL4983","Enzyme","0.0","1 /  0     "
"Protein-tyrosine phosphatase 2C","PTPN11","Q06124","CHEMBL3864","Phosphatase","0.0","1 /  0     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.0","2 /  0     "
"CD22","CD22","P20273","CHEMBL3218","Adhesion","0.0","0 /  19     "
