"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Hydroxycarboxylic acid receptor 2","HCAR2","Q8TDS4","CHEMBL3785","Family A G protein-coupled receptor","0.999487274669","6 /  1     "
"D-aspartate oxidase","DDO","Q99489","CHEMBL5887","Oxidoreductase","0.0544879468076","1 /  1     "
"NAD-dependent deacetylase sirtuin 3","SIRT3","Q9NTG7","CHEMBL4461","Eraser","0.033970689612","0 /  1     "
"NAD-dependent deacetylase sirtuin 2","SIRT2","Q8IXJ6","CHEMBL4462","Eraser","0.033970689612","0 /  1     "
"Solute carrier family 22 member 6   (by homology)","SLC22A6","Q4U2R8","CHEMBL1641347","Electrochemical transporter","0.0238327432783","2 /  0     "
"Tyrosine-protein kinase FYN","FYN","P06241","CHEMBL1841","Kinase","0.0238327432783","1 /  0     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.0238327432783","1 /  0     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.0","0 /  1     "
"Prolyl 4-hydroxylase subunit alpha-1","P4HA1","P13674","CHEMBL1250350","Enzyme","0.0","0 /  3     "
"Toll-like receptor 4   (by homology)","TLR4","O00206","CHEMBL5255","Toll-like and Il-1 receptors","0.0","2 /  0     "
"Egl nine homolog 3","EGLN3","Q9H6Z9","CHEMBL5705","Enzyme","0.0","2 /  0     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.0","0 /  4     "
"Cytochrome P450 11B2","CYP11B2","P19099","CHEMBL2722","Cytochrome P450","0.0","0 /  4     "
"Alpha-L-fucosidase I","FUCA1","P04066","CHEMBL4176","Enzyme","0.0","1 /  0     "
"Poly [ADP-ribose] polymerase-1","PARP1","P09874","CHEMBL3105","Enzyme","0.0","0 /  7     "
"3-hydroxyanthranilate 3,4-dioxygenase","HAAO","P46952","CHEMBL3108657","Enzyme","0.0","0 /  1     "
"Serine/threonine-protein kinase/endoribonuclease IRE1","ERN1","O75460","CHEMBL1163101","Enzyme","0.0","0 /  3     "
"Serine/threonine-protein kinase PIM3","PIM3","Q86V86","CHEMBL5407","Kinase","0.0","0 /  10     "
"Hypoxia-inducible factor prolyl 4-hydroxylase","P4HTM","Q9NXG6","CHEMBL3047","Enzyme","0.0","2 /  2     "
"Nitric oxide synthase, inducible","NOS2","P35228","CHEMBL4481","Enzyme","0.0","0 /  5     "
"Nitric-oxide synthase, endothelial","NOS3","P29474","CHEMBL4803","Enzyme","0.0","0 /  6     "
"Cytochrome P450 11B1","CYP11B1","P15538","CHEMBL1908","Cytochrome P450","0.0","0 /  3     "
"Cytochrome P450 3A4","CYP3A4","P08684","CHEMBL340","Cytochrome P450","0.0","0 /  1     "
"Nitric-oxide synthase, brain","NOS1","P29475","CHEMBL3568","Enzyme","0.0","0 /  4     "
"Serine/threonine-protein kinase PIM2","PIM2","Q9P1W9","CHEMBL4523","Kinase","0.0","0 /  2     "
"Carboxypeptidase A1","CPA1","P15085","CHEMBL2088","Protease","0.0","2 /  0     "
"Flap endonuclease 1","FEN1","P39748","CHEMBL5027","Enzyme","0.0","4 /  0     "
"Inhibitor of nuclear factor kappa B kinase beta subunit","IKBKB","O14920","CHEMBL1991","Kinase","0.0","0 /  5     "
"Cytochrome P450 17A1","CYP17A1","P05093","CHEMBL3522","Cytochrome P450","0.0","0 /  4     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.0","2 /  8     "
"D-amino-acid oxidase","DAO","P14920","CHEMBL5485","Enzyme","0.0","10 /  1     "
"DNA topoisomerase II alpha","TOP2A","P11388","CHEMBL1806","Isomerase","0.0","0 /  1     "
"Serine/threonine-protein kinase RAF","RAF1","P04049","CHEMBL1906","Kinase","0.0","0 /  1     "
"Inosine-5'-monophosphate dehydrogenase 2","IMPDH2","P12268","CHEMBL2002","Oxidoreductase","0.0","0 /  1     "
"Cytochrome P450 2A6","CYP2A6","P11509","CHEMBL5282","Cytochrome P450","0.0","0 /  4     "
"Metabotropic glutamate receptor 5   (by homology)","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.0","0 /  1     "
"Mast cell carboxypeptidase A","CPA3","P15088","CHEMBL2645","Protease","0.0","1 /  0     "
"Carboxypeptidase B2 isoform A","CPB2","Q96IY4","CHEMBL3419","Protease","0.0","1 /  0     "
"GABA-A receptor; alpha-1/beta-2/gamma-2","GABRA1 GABRB2 GABRG2","P14867 P47870 P18507","CHEMBL2095172","Ligand-gated ion channel","0.0","0 /  4     "
