"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Galectin-3","LGALS3","P17931","CHEMBL4531","Other cytosolic protein","0.0513021102812","2 /  14     "
"Galectin-4","LGALS4","P56470","CHEMBL1671608","Other cytosolic protein","0.0513021102812","1 /  3     "
"Galectin-8","LGALS8","O00214","CHEMBL5475","Other cytosolic protein","0.0513021102812","1 /  3     "
"P47929","LGALS7","P47929","CHEMBL5008","Other cytosolic protein","0.041891066893","0 /  1     "
"Maltase-glucoamylase","MGAM","O43451","CHEMBL2074","Hydrolase","0.041891066893","0 /  7     "
"Sucrase-isomaltase","SI","P14410","CHEMBL2748","Enzyme","0.041891066893","0 /  8     "
"Somatostatin receptor 5","SSTR5","P35346","CHEMBL1792","Family A G protein-coupled receptor","0.041891066893","0 /  13     "
"Somatostatin receptor 2","SSTR2","P30874","CHEMBL1804","Family A G protein-coupled receptor","0.041891066893","0 /  5     "
"Somatostatin receptor 4","SSTR4","P31391","CHEMBL1853","Family A G protein-coupled receptor","0.041891066893","0 /  6     "
"Somatostatin receptor 1","SSTR1","P30872","CHEMBL1917","Family A G protein-coupled receptor","0.041891066893","0 /  3     "
"Somatostatin receptor 3","SSTR3","P32745","CHEMBL2028","Family A G protein-coupled receptor","0.041891066893","0 /  7     "
"Leukocyte adhesion molecule-1","SELL","P14151","CHEMBL3161","Adhesion","0.041891066893","0 /  12     "
"Selectin E","SELE","P16581","CHEMBL3890","Adhesion","0.041891066893","0 /  4     "
"P-selectin","SELP","P16109","CHEMBL5378","Adhesion","0.041891066893","0 /  24     "
"HERG","KCNH2","Q12809","CHEMBL240","Voltage-gated ion channel","0.041891066893","0 /  3     "
"Myelin-associated glycoprotein","MAG","P20916","CHEMBL5807","Unclassified protein","0.041891066893","2 /  23     "
"Acidic mammalian chitinase","CHIA","Q9BZP6","CHEMBL1293197","Enzyme","0.041891066893","0 /  1     "
"Basic fibroblast growth factor","FGF2","P09038","CHEMBL3107","Secreted protein","0.041891066893","5 /  6     "
"Vascular endothelial growth factor A","VEGFA","P15692","CHEMBL1783","Secreted protein","0.041891066893","2 /  2     "
"Acidic fibroblast growth factor","FGF1","P05230","CHEMBL2120","Secreted protein","0.041891066893","2 /  3     "
"Heparanase","HPSE","Q9Y251","CHEMBL3921","Enzyme","0.041891066893","2 /  2     "
"Vanilloid receptor","TRPV1","Q8NER1","CHEMBL4794","Voltage-gated ion channel","0.0","0 /  1     "
"Melanin-concentrating hormone receptor 1","MCHR1","Q99705","CHEMBL344","Family A G protein-coupled receptor","0.0","0 /  14     "
"Bile salt export pump","ABCB11","O95342","CHEMBL6020","Primary active transporter","0.0","0 /  1     "
"Pancreatic alpha-amylase","AMY2A","P04746","CHEMBL2045","Hydrolase","0.0","3 /  5     "
"Interleukin-2","IL2","P60568","CHEMBL5880","Secreted protein","0.0","1 /  0     "
"Muscarinic acetylcholine receptor M2","CHRM2","P08172","CHEMBL211","Family A G protein-coupled receptor","0.0","0 /  15     "
"Muscarinic acetylcholine receptor M1","CHRM1","P11229","CHEMBL216","Family A G protein-coupled receptor","0.0","0 /  15     "
"Motilin receptor","MLNR","O43193","CHEMBL2203","Family A G protein-coupled receptor","0.0","0 /  9     "
"Phospholipase A2 group IIC","PLA2G2C","Q5R387","CHEMBL2097","Enzyme","0.0","0 /  3     "
"Nucleotide-binding oligomerization domain-containing protein 2","NOD2","Q9HC29","CHEMBL1293266","Unclassified protein","0.0","0 /  1     "
"Beta-glucocerebrosidase","GBA","P04062","CHEMBL2179","Enzyme","0.0","0 /  14     "
"Aldose reductase   (by homology)","AKR1B1","P15121","CHEMBL1900","Enzyme","0.0","3 /  0     "
"Polyadenylate-binding protein 1","PABPC1","P11940","CHEMBL1293286","Unclassified protein","0.0","0 /  1     "
"Folylpoly-gamma-glutamate synthetase","FPGS","Q05932","CHEMBL3171","Enzyme","0.0","2 /  0     "
