"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.624921226338","7 /  16     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.188420385827","11 /  3     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.171978589411","79 /  72     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.171978589411","97 /  59     "
"Arachidonate 12-lipoxygenase","ALOX12","P18054","CHEMBL3687","Enzyme","0.155528102326","10 /  12     "
"Interleukin-2","IL2","P60568","CHEMBL5880","Secreted protein","0.147256737367","0 /  4     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.147256737367","7 /  19     "
"Adenosine A2a receptor","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.147256737367","6 /  13     "
"Estradiol 17-beta-dehydrogenase 1","HSD17B1","P14061","CHEMBL3181","Enzyme","0.130791955177","11 /  4     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.130791955177","8 /  21     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.130791955177","13 /  26     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.130791955177","7 /  27     "
"Receptor-type tyrosine-protein phosphatase S","PTPRS","Q13332","CHEMBL2396508","Phosphatase","0.122581769115","4 /  7     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.122581769115","9 /  12     "
"Carbonyl reductase [NADPH] 1","CBR1","P16152","CHEMBL5586","Enzyme","0.122581769115","3 /  3     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.114337558605","14 /  32     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.114337558605","13 /  20     "
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","PFKFB3","Q16875","CHEMBL2331053","Enzyme","0.114337558605","2 /  2     "
"Estrogen-related receptor alpha","ESRRA","P11474","CHEMBL3429","Nuclear receptor","0.114337558605","2 /  2     "
"ATP-binding cassette sub-family G member 2","ABCG2","Q9UNQ0","CHEMBL5393","Primary active transporter","0.114337558605","6 /  42     "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.106099949133","2 /  2     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.106099949133","4 /  56     "
"Cyclooxygenase-1","PTGS1","P23219","CHEMBL221","Oxidoreductase","0.106099949133","0 /  2     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.106099949133","0 /  1     "
"Aldehyde dehydrogenase","ALDH2","P05091","CHEMBL1935","Oxidoreductase","0.106099949133","1 /  41     "
"Thromboxane-A synthase","TBXAS1","P24557","CHEMBL1835","Cytochrome P450","0.106099949133","1 /  1     "
"Maltase-glucoamylase","MGAM","O43451","CHEMBL2074","Hydrolase","0.106099949133","1 /  1     "
"Serotonin 2a (5-HT2a) receptor","HTR2A","P28223","CHEMBL224","Family A G protein-coupled receptor","0.106099949133","1 /  1     "
"Serotonin 2c (5-HT2c) receptor","HTR2C","P28335","CHEMBL225","Family A G protein-coupled receptor","0.106099949133","1 /  2     "
"Estrogen-related receptor beta","ESRRB","O95718","CHEMBL3751","Nuclear receptor","0.106099949133","1 /  1     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.0978745343258","4 /  66     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.0978745343258","7 /  9     "
"Macrophage migration inhibitory factor","MIF","P14174","CHEMBL2085","Enzyme","0.0978745343258","1 /  7     "
"Toll-like receptor (TLR7/TLR9)","TLR9","Q9NR96","CHEMBL5804","Toll-like and Il-1 receptors","0.0978745343258","0 /  2     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0978745343258","14 /  22     "
"Serum paraoxonase/arylesterase 1","PON1","P27169","CHEMBL3167","Enzyme","0.0978745343258","0 /  1     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.0978745343258","7 /  7     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0978745343258","7 /  22     "
"Induced myeloid leukemia cell differentiation protein Mcl-1","MCL1","Q07820","CHEMBL4361","Other cytosolic protein","0.0978745343258","6 /  4     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.0978745343258","9 /  5     "
"Alpha-synuclein","SNCA","P37840","CHEMBL6152","Unclassified protein","0.0978745343258","2 /  0     "
"Steryl-sulfatase","STS","P08842","CHEMBL3559","Enzyme","0.0978745343258","0 /  3     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.0978745343258","1 /  1     "
"Insulin-like growth factor binding protein 3","IGFBP3","P17936","CHEMBL3997","Secreted protein","0.0978745343258","4 /  0     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.0978745343258","11 /  22     "
"Aldose reductase   (by homology)","AKR1B1","P15121","CHEMBL1900","Enzyme","0.0978745343258","23 /  53     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.0978745343258","1 /  112     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.0978745343258","0 /  5     "
"Endoplasmin","HSP90B1","P14625","CHEMBL1075323","Other membrane protein","0.0978745343258","10 /  0     "
"Troponin, cardiac muscle","TNNC1 TNNT2 TNNI3","P63316 P45379 P19429","CHEMBL2095202","Unclassified protein","0.0978745343258","2 /  0     "
"Heat shock protein HSP 90-alpha","HSP90AA1","P07900","CHEMBL3880","Other cytosolic protein","0.0978745343258","18 /  0     "
"Insulin-like growth factor binding protein 6","IGFBP6","P24592","CHEMBL2139","Secreted protein","0.0978745343258","2 /  0     "
"Insulin-like growth factor binding protein 4","IGFBP4","P22692","CHEMBL2310","Secreted protein","0.0978745343258","2 /  0     "
"Insulin-like growth factor binding protein 5","IGFBP5","P24593","CHEMBL2665","Secreted protein","0.0978745343258","2 /  0     "
"Insulin-like growth factor binding protein 2","IGFBP2","P18065","CHEMBL3088","Secreted protein","0.0978745343258","2 /  0     "
"Insulin-like growth factor binding protein 1","IGFBP1","P08833","CHEMBL4178","Secreted protein","0.0978745343258","2 /  0     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","6 /  21     "
"Protein-arginine N-methyltransferase 1","PRMT1","Q99873","CHEMBL5524","Writer","0.0","1 /  0     "
"Bcl2-antagonist of cell death (BAD)","BAD","Q92934","CHEMBL3817","Other cytosolic protein","0.0","0 /  1     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.0","4 /  2     "
"Corticotropin releasing factor receptor 1","CRHR1","P34998","CHEMBL1800","Family B G protein-coupled receptor","0.0","1 /  0     "
"Dihydroorotate dehydrogenase   (by homology)","DHODH","Q02127","CHEMBL1966","Oxidoreductase","0.0","2 /  0     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0","5 /  45     "
"Serine/threonine-protein kinase Chk1","CHEK1","O14757","CHEMBL4630","Kinase","0.0","2 /  0     "
"Serine/threonine-protein kinase WEE1","WEE1","P30291","CHEMBL5491","Kinase","0.0","2 /  0     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.0","9 /  7     "
"Trypsin I","PRSS1","P07477","CHEMBL209","Protease","0.0","4 /  0     "
"Thrombin and coagulation factor X","F10","P00742","CHEMBL244","Protease","0.0","12 /  0     "
"Urokinase-type plasminogen activator","PLAU","P00749","CHEMBL3286","Protease","0.0","13 /  0     "
"Tyrosine-protein kinase receptor FLT3","FLT3","P36888","CHEMBL1974","Kinase","0.0","6 /  6     "
"G protein-coupled receptor kinase 6","GRK6","P43250","CHEMBL6144","Kinase","0.0","3 /  4     "
"Calcium-activated potassium channel subunit alpha-1","KCNMA1","Q12791","CHEMBL4304","Voltage-gated ion channel","0.0","5 /  0     "
"Heat shock protein HSP 90-beta","HSP90AB1","P08238","CHEMBL4303","Other cytosolic protein","0.0","8 /  0     "
"CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase)","CDC7","O00311","CHEMBL5443","Kinase","0.0","1 /  0     "
