"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Aldose reductase   (by homology)","AKR1B1","P15121","CHEMBL1900","Enzyme","0.131434898906","8 /  69     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.12313842565","41 /  15     "
"TNF-alpha","TNF","P01375","CHEMBL1825","Secreted protein","0.114839422585","0 /  3     "
"Interleukin-2","IL2","P60568","CHEMBL5880","Secreted protein","0.114839422585","0 /  4     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.106542925976","0 /  19     "
"Ribosomal protein S6 kinase alpha 3","RPS6KA3","P51812","CHEMBL2345","Kinase","0.106542925976","0 /  19     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.106542925976","0 /  21     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.106542925976","0 /  28     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.106542925976","0 /  1     "
"Neuromedin-U receptor 2","NMUR2","Q9GZQ4","CHEMBL1075144","Family A G protein-coupled receptor","0.106542925976","0 /  1     "
"Alpha-2a adrenergic receptor","ADRA2A","P08913","CHEMBL1867","Family A G protein-coupled receptor","0.106542925976","0 /  1     "
"Adrenergic receptor alpha-2","ADRA2C","P18825","CHEMBL1916","Family A G protein-coupled receptor","0.106542925976","0 /  2     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.106542925976","0 /  7     "
"Aldehyde dehydrogenase","ALDH2","P05091","CHEMBL1935","Oxidoreductase","0.106542925976","0 /  24     "
"Squalene synthetase   (by homology)","FDFT1","P37268","CHEMBL3338","Enzyme","0.0","127 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0","49 /  12     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0","24 /  22     "
"Pyrimidinergic receptor P2Y4","P2RY4","P51582","CHEMBL2123","Family A G protein-coupled receptor","0.0","20 /  0     "
"Purinergic receptor P2Y2","P2RY2","P41231","CHEMBL4398","Family A G protein-coupled receptor","0.0","21 /  0     "
"Pyrimidinergic receptor P2Y6","P2RY6","Q15077","CHEMBL4714","Family A G protein-coupled receptor","0.0","22 /  0     "
"MAP kinase p38 alpha","MAPK14","Q16539","CHEMBL260","Kinase","0.0","2 /  0     "
"Inosine-5'-monophosphate dehydrogenase 2","IMPDH2","P12268","CHEMBL2002","Oxidoreductase","0.0","1 /  0     "
"Hexokinase type II","HK2","P52789","CHEMBL2640","Enzyme","0.0","1 /  0     "
"Hexokinase type I","HK1","P19367","CHEMBL2688","Enzyme","0.0","1 /  0     "
"Asparagine synthetase","ASNS","P08243","CHEMBL3120","Enzyme","0.0","2 /  0     "
"DNA polymerase alpha subunit","POLA1","P09884","CHEMBL1828","Transferase","0.0","5 /  0     "
"Carbonic anhydrase XIII","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.0","0 /  3     "
"Purinergic receptor P2Y1","P2RY1","P47900","CHEMBL4315","Family A G protein-coupled receptor","0.0","11 /  0     "
"Hypoxanthine-guanine phosphoribosyltransferase","HPRT1","P00492","CHEMBL2360","Enzyme","0.0","1 /  0     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0","1 /  5     "
"Lymphocyte differentiation antigen CD38","CD38","P28907","CHEMBL4660","Enzyme","0.0","0 /  2     "
"DNA polymerase beta","POLB","P06746","CHEMBL2392","Enzyme","0.0","5 /  0     "
"DNA polymerase gamma subunit 1","POLG","P54098","CHEMBL2732","Enzyme","0.0","3 /  0     "
"Folylpoly-gamma-glutamate synthetase","FPGS","Q05932","CHEMBL3171","Enzyme","0.0","2 /  0     "
"Sialidase 2","NEU2","Q9Y3R4","CHEMBL3200","Enzyme","0.0","1 /  0     "
"Egl nine homolog 1","EGLN1","Q9GZT9","CHEMBL5697","Oxidoreductase","0.0","2 /  0     "
"Maltase-glucoamylase","MGAM","O43451","CHEMBL2074","Hydrolase","0.0","1 /  0     "
"Basic fibroblast growth factor","FGF2","P09038","CHEMBL3107","Secreted protein","0.0","1 /  0     "
"Lysosomal alpha-glucosidase","GAA","P10253","CHEMBL2608","Hydrolase","0.0","1 /  0     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0","0 /  33     "
"Glutamate carboxypeptidase II","FOLH1","Q04609","CHEMBL1892","Protease","0.0","15 /  0     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0","38 /  9     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","24 /  12     "
"DNA polymerase delta subunit 1","POLD1","P28340","CHEMBL2735","Transferase","0.0","1 /  0     "
"Lysine-specific demethylase 5A","KDM5A","P29375","CHEMBL2424504","Eraser","0.0","0 /  1     "
"Thymidylate synthase   (by homology)","TYMS","P04818","CHEMBL1952","Transferase","0.0","29 /  0     "
"Inositol 1,4,5-trisphosphate receptor type 1","ITPR1","Q14643","CHEMBL4046","Ligand-gated ion channel","0.0","2 /  0     "
"Voltage-gated potassium channel subunit Kv1.3","KCNA3","P22001","CHEMBL4633","Voltage-gated ion channel","0.0","0 /  4     "
"Eukaryotic translation initation factor","EIF4E","P06730","CHEMBL4848","Other nuclear protein","0.0","3 /  0     "
"Folate receptor alpha","FOLR1","P15328","CHEMBL2121","Membrane receptor","0.0","4 /  0     "
"GAR transformylase","GART","P22102","CHEMBL3972","Ligase","0.0","13 /  0     "
"Myelin-associated glycoprotein   (by homology)","MAG","P20916","CHEMBL5807","Unclassified protein","0.0","11 /  0     "
"Sialidase 4","NEU4","Q8WWR8","CHEMBL4174","Enzyme","0.0","5 /  0     "
"P-selectin","SELP","P16109","CHEMBL5378","Adhesion","0.0","1 /  0     "
"Caspase-3","CASP3","P42574","CHEMBL2334","Protease","0.0","17 /  0     "
"Niemann-Pick C1-like protein 1","NPC1L1","Q9UHC9","CHEMBL2027","Other membrane protein","0.0","3 /  0     "
"DNA (cytosine-5)-methyltransferase 1","DNMT1","P26358","CHEMBL1993","Writer","0.0","8 /  0     "
"Pancreatic alpha-amylase","AMY2A","P04746","CHEMBL2045","Hydrolase","0.0","3 /  0     "
"Adenylate cyclase type 10","ADCY10","Q96PN6","CHEMBL5854","Enzyme","0.0","1 /  0     "
"DNA (cytosine-5)-methyltransferase 3B","DNMT3B","Q9UBC3","CHEMBL6095","Reader","0.0","7 /  0     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.0","0 /  30     "
"Lysine-specific demethylase 4D","KDM4D","Q6B0I6","CHEMBL6138","Eraser","0.0","2 /  0     "
"Lysine-specific demethylase 4C","KDM4C","Q9H3R0","CHEMBL6175","Eraser","0.0","3 /  0     "
"Thrombin and coagulation factor X","F10","P00742","CHEMBL244","Protease","0.0","4 /  0     "
"Squalene monooxygenase   (by homology)","SQLE","Q14534","CHEMBL3592","Enzyme","0.0","1 /  0     "
"Dihydrofolate reductase","DHFR","P00374","CHEMBL202","Oxidoreductase","0.0","2 /  0     "
"Aminopeptidase N","ANPEP","P15144","CHEMBL1907","Protease","0.0","12 /  0     "
"2'-deoxynucleoside 5'-phosphate N-hydrolase 1","DNPH1","O43598","CHEMBL3351218","Hydrolase","0.0","12 /  0     "
"Endoplasmic reticulum aminopeptidase 2","ERAP2","Q6P179","CHEMBL5043","Protease","0.0","11 /  0     "
"Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP","PTPN22","Q9Y2R2","CHEMBL2889","Phosphatase","0.0","3 /  0     "
"Tyrosyl-tRNA synthetase","YARS","P54577","CHEMBL3179","Enzyme","0.0","10 /  0     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.0","1 /  14     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.0","5 /  11     "
"Integrin alpha-V/beta-3","ITGAV ITGB3","P06756 P05106","CHEMBL1907598","Membrane receptor","0.0","5 /  0     "
"Integrin alpha-4/beta-1","ITGB1 ITGA4","P05556 P13612","CHEMBL1907599","Membrane receptor","0.0","2 /  0     "
"Caspase-6","CASP6","P55212","CHEMBL3308","Protease","0.0","4 /  0     "
"Caspase-7","CASP7","P55210","CHEMBL3468","Protease","0.0","4 /  0     "
"Caspase-8","CASP8","Q14790","CHEMBL3776","Protease","0.0","4 /  0     "
"Calpain 1","CAPN1","P07384","CHEMBL3891","Protease","0.0","6 /  0     "
"Chymase","CMA1","P23946","CHEMBL4068","Protease","0.0","1 /  0     "
"Indoleamine 2,3-dioxygenase","IDO1","P14902","CHEMBL4685","Enzyme","0.0","1 /  0     "
"Caspase-1","CASP1","P29466","CHEMBL4801","Protease","0.0","5 /  0     "
"AICAR transformylase","ATIC","P31939","CHEMBL2518","Enzyme","0.0","1 /  0     "
"Sialidase 3","NEU3","Q9UQ49","CHEMBL3046","Enzyme","0.0","2 /  0     "
"Histone-lysine N-methyltransferase MLL","KMT2A","Q03164","CHEMBL1293299","Writer","0.0","1 /  0     "
"Histone-lysine N-methyltransferase, H3 lysine-79 specific","DOT1L","Q8TEK3","CHEMBL1795117","Writer","0.0","5 /  0     "
"Histone-lysine N-methyltransferase SUV39H1","SUV39H1","O43463","CHEMBL1795118","Writer","0.0","1 /  0     "
"Indolethylamine N-methyltransferase","INMT","O95050","CHEMBL2131","Enzyme","0.0","1 /  0     "
"N-lysine methyltransferase SMYD2","SMYD2","Q9NRG4","CHEMBL2169716","Writer","0.0","1 /  0     "
"EZH2/SUZ12/EED/RBBP7/RBBP4","EZH2","Q15910","CHEMBL2189110","Writer","0.0","1 /  0     "
"Histone-lysine N-methyltransferase EZH1","EZH1","Q92800","CHEMBL2189116","Writer","0.0","1 /  0     "
"Histone-lysine N-methyltransferase SETDB1","SETDB1","Q15047","CHEMBL2321646","Writer","0.0","1 /  0     "
"Aminopeptidase A","ENPEP","Q07075","CHEMBL3439","Protease","0.0","5 /  0     "
"Histone-arginine methyltransferase CARM1","CARM1","Q86X55","CHEMBL5406","Writer","0.0","1 /  0     "
"Protein-arginine N-methyltransferase 1","PRMT1","Q99873","CHEMBL5524","Writer","0.0","1 /  0     "
"Histone-lysine N-methyltransferase, H3 lysine-9 specific 5","EHMT1","Q9H9B1","CHEMBL6031","Writer","0.0","1 /  0     "
"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3","EHMT2","Q96KQ7","CHEMBL6032","Writer","0.0","1 /  0     "
"Sigma opioid receptor","SIGMAR1","Q99720","CHEMBL287","Membrane receptor","0.0","0 /  60     "
"Dopamine D2 receptor   (by homology)","DRD2","P14416","CHEMBL217","Family A G protein-coupled receptor","0.0","0 /  55     "
"Leucine aminopeptidase","LAP3","P28838","CHEMBL3965","Protease","0.0","7 /  0     "
