"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"G-protein coupled bile acid receptor 1","GPBAR1","Q8TDU6","CHEMBL5409","Family A G protein-coupled receptor","0.77686917239","4 /  2     "
"Bile acid receptor FXR","NR1H4","Q96RI1","CHEMBL2047","Nuclear receptor","0.261524037024","6 /  2     "
"Neprilysin   (by homology)","MME","P08473","CHEMBL1944","Protease","0.120225750913","0 /  22     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.120225750913","109 /  0     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.120225750913","93 /  0     "
"Sonic hedgehog protein   (by homology)","SHH","Q15465","CHEMBL5602","Unclassified protein","0.120225750913","12 /  0     "
"Serine/threonine-protein kinase mTOR","MTOR","P42345","CHEMBL2842","Kinase","0.120225750913","78 /  0     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.0","17 /  0     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.0","17 /  0     "
"Mu opioid receptor   (by homology)","OPRM1","P35372","CHEMBL233","Family A G protein-coupled receptor","0.0","52 /  0     "
"C-C chemokine receptor type 2","CCR2","P41597","CHEMBL4015","Family A G protein-coupled receptor","0.0","20 /  0     "
"Diacylglycerol O-acyltransferase 1","DGAT1","O75907","CHEMBL6009","Enzyme","0.0","7 /  0     "
"15-hydroxyprostaglandin dehydrogenase [NAD+]","HPGD","P15428","CHEMBL1293255","Enzyme","0.0","2 /  0     "
"P2X purinoceptor 3","P2RX3","P56373","CHEMBL2998","Ligand-gated ion channel","0.0","11 /  0     "
"Glutathione S-transferase Pi","GSTP1","P09211","CHEMBL3902","Enzyme","0.0","4 /  0     "
"Glutathione S-transferase Mu 2","GSTM2","P28161","CHEMBL4589","Enzyme","0.0","4 /  0     "
"LXR-alpha","NR1H3","Q13133","CHEMBL2808","Nuclear receptor","0.0","18 /  0     "
"Protein kinase C beta","PRKCB","P05771","CHEMBL3045","Kinase","0.0","44 /  0     "
"Tubulin--tyrosine ligase","TTL","Q8NG68","CHEMBL5549","Enzyme","0.0","6 /  0     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.0","15 /  0     "
"Matrix metalloproteinase 8","MMP8","P22894","CHEMBL4588","Protease","0.0","7 /  0     "
"Cyclooxygenase-2   (by homology)","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0","26 /  0     "
"Macrophage colony stimulating factor receptor   (by homology)","CSF1R","P07333","CHEMBL1844","Kinase","0.0","28 /  0     "
"ALK tyrosine kinase receptor","ALK","Q9UM73","CHEMBL4247","Kinase","0.0","29 /  0     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.0","2 /  0     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.0","16 /  0     "
"Phosphodiesterase 2A","PDE2A","O00408","CHEMBL2652","Phosphodiesterase","0.0","8 /  0     "
"Phosphodiesterase 4B","PDE4B","Q07343","CHEMBL275","Phosphodiesterase","0.0","9 /  0     "
"Glycogen synthase kinase-3 alpha","GSK3A","P49840","CHEMBL2850","Kinase","0.0","4 /  0     "
"Potassium-transporting ATPase alpha chain 2","ATP12A","P54707","CHEMBL2933","Primary active transporter","0.0","6 /  0     "
"Cyclin-dependent kinase 4","CDK4","P11802","CHEMBL331","Kinase","0.0","27 /  0     "
"MAP kinase p38 alpha","MAPK14","Q16539","CHEMBL260","Kinase","0.0","66 /  0     "
"MAP kinase p38 beta","MAPK11","Q15759","CHEMBL3961","Kinase","0.0","7 /  0     "
"Tyrosine-protein kinase receptor TYRO3","TYRO3","Q06418","CHEMBL5314","Kinase","0.0","10 /  0     "
"Proto-oncogene tyrosine-protein kinase MER","MERTK","Q12866","CHEMBL5331","Kinase","0.0","8 /  0     "
"Signal transducer and activator of transcription 6","STAT6","P42226","CHEMBL5401","Transcription factor","0.0","1 /  0     "
"G-protein coupled receptor 55","GPR55","Q9Y2T6","CHEMBL1075322","Family A G protein-coupled receptor","0.0","1 /  0     "
"Gamma-secretase","PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B","P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43","CHEMBL2094135","Protease","0.0","15 /  0     "
"N-arachidonyl glycine receptor","GPR18","Q14330","CHEMBL2384898","Family A G protein-coupled receptor","0.0","1 /  0     "
"Cannabinoid receptor 2","CNR2","P34972","CHEMBL253","Family A G protein-coupled receptor","0.0","27 /  0     "
"Cyclin T1","CCNT1","O60563","CHEMBL2108","Other cytosolic protein","0.0","13 /  0     "
"Tyrosine-protein kinase JAK3","JAK3","P52333","CHEMBL2148","Kinase","0.0","41 /  0     "
"Tyrosine-protein kinase JAK1","JAK1","P23458","CHEMBL2835","Kinase","0.0","52 /  0     "
"Leucine-rich repeat serine/threonine-protein kinase 2","LRRK2","Q5S007","CHEMBL1075104","Kinase","0.0","3 /  0     "
