"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.912946448399","20 /  52     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.912946448399","15 /  7     "
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","0.912946448399","2 /  2     "
"Estradiol 17-beta-dehydrogenase 1","HSD17B1","P14061","CHEMBL3181","Enzyme","0.912946448399","109 /  1     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.912946448399","36 /  6     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.912946448399","2 /  2     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.912946448399","10 /  7     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","0.912946448399","7 /  6     "
"Carbonyl reductase [NADPH] 1","CBR1","P16152","CHEMBL5586","Enzyme","0.912946448399","1 /  1     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.583885791866","258 /  86     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.583885791866","250 /  78     "
"Cyclooxygenase-1","PTGS1","P23219","CHEMBL221","Oxidoreductase","0.428280861155","10 /  13     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.362674718576","13 /  129     "
"Adenosine A1 receptor","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.166097445484","8 /  3     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.141522086267","3 /  2     "
"ATP-binding cassette sub-family G member 2","ABCG2","Q9UNQ0","CHEMBL5393","Primary active transporter","0.125142648574","2 /  7     "
"Taste receptor type 2 member 31","TAS2R31","P59538","CHEMBL2034804","Taste family G protein-coupled receptor","0.125142648574","1 /  3     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.125142648574","0 /  7     "
"Phospholipase A2 group 1B","PLA2G1B","P04054","CHEMBL4426","Enzyme","0.116965063224","0 /  1     "
"Metabotropic glutamate receptor 5","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.116965063224","0 /  10     "
"Acyl coenzyme A:cholesterol acyltransferase","CES1","P23141","CHEMBL2265","Enzyme","0.108770969359","0 /  1     "
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.108770969359","0 /  131     "
"Carboxylesterase 2","CES2","O00748","CHEMBL3180","Enzyme","0.108770969359","0 /  1     "
"Sodium/glucose cotransporter 2","SLC5A2","P31639","CHEMBL3884","Electrochemical transporter","0.100578902067","0 /  6     "
"Matrix metalloproteinase 12","MMP12","P39900","CHEMBL4393","Protease","0.100578902067","10 /  3     "
"DNA polymerase beta   (by homology)","POLB","P06746","CHEMBL2392","Enzyme","0.100578902067","0 /  2     "
"Matrix metalloproteinase 13","MMP13","P45452","CHEMBL280","Protease","0.100578902067","24 /  2     "
"Phospholipase A2 group IIA","PLA2G2A","P14555","CHEMBL3474","Enzyme","0.100578902067","0 /  8     "
"Phospholipase A2 group V","PLA2G5","P39877","CHEMBL4323","Enzyme","0.100578902067","0 /  3     "
"Group X secretory phospholipase A2","PLA2G10","O15496","CHEMBL4342","Enzyme","0.100578902067","0 /  1     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.100578902067","22 /  14     "
"Neuronal acetylcholine receptor protein alpha-7 subunit","CHRNA7","P36544","CHEMBL2492","Ligand-gated ion channel","0.100578902067","8 /  0     "
"Kallikrein 1","KLK1","P06870","CHEMBL2319","Protease","0.100578902067","0 /  1     "
"Kallikrein 2","KLK2","P20151","CHEMBL2442","Protease","0.100578902067","0 /  1     "
"Retinoid X receptor alpha","RXRA","P19793","CHEMBL2061","Nuclear receptor","0.100578902067","0 /  16     "
"Plasminogen activator inhibitor-1","SERPINE1","P05121","CHEMBL3475","Secreted protein","0.100578902067","9 /  3     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.100578902067","35 /  3     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.100578902067","69 /  4     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.100578902067","60 /  3     "
"17-beta-hydroxysteroid dehydrogenase 14","HSD17B14","Q9BPX1","CHEMBL3712868","Enzyme","0.100578902067","1 /  0     "
"Stem cell growth factor receptor","KIT","P10721","CHEMBL1936","Kinase","0.100578902067","2 /  3     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.100578902067","9 /  9     "
"Fibroblast growth factor receptor 1","FGFR1","P11362","CHEMBL3650","Kinase","0.100578902067","3 /  3     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.100578902067","21 /  4     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","0.100578902067","2 /  3     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.100578902067","4 /  2     "
"Carbonic anhydrase XIII","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.100578902067","3 /  3     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.100578902067","4 /  2     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.100578902067","5 /  3     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.100578902067","6 /  0     "
"Cathepsin (B and K)","CTSB","P07858","CHEMBL4072","Protease","0.100578902067","0 /  1     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.100578902067","9 /  0     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.100578902067","34 /  47     "
"Dual specificty protein kinase CLK1","CLK1","P49759","CHEMBL4224","Kinase","0.100578902067","20 /  0     "
"Dual specificity tyrosine-phosphorylation-regulated kinase 1B","DYRK1B","Q9Y463","CHEMBL5543","Kinase","0.100578902067","18 /  0     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.100578902067","3 /  3     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.100578902067","43 /  1     "
"Estrogen-related receptor alpha","ESRRA","P11474","CHEMBL3429","Nuclear receptor","0.100578902067","17 /  0     "
"Estrogen-related receptor beta","ESRRB","O95718","CHEMBL3751","Nuclear receptor","0.100578902067","17 /  0     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.100578902067","12 /  0     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.100578902067","18 /  0     "
"Insulin receptor","INSR","P06213","CHEMBL1981","Kinase","0.100578902067","5 /  0     "
"Dual-specificity tyrosine-phosphorylation regulated kinase 1A","DYRK1A","Q13627","CHEMBL2292","Kinase","0.100578902067","35 /  1     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.100578902067","106 /  0     "
