"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Arachidonate 12-lipoxygenase","ALOX12","P18054","CHEMBL3687","Enzyme","0.444639417769","9 /  4     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.198833760448","27 /  44     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.149732593856","238 /  62     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.149732593856","241 /  56     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.133337961498","22 /  7     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.133337961498","12 /  87     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.108770969359","4 /  7     "
"Metabotropic glutamate receptor 5","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.100578902067","0 /  10     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.100578902067","14 /  0     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","0.100578902067","3 /  6     "
"Estradiol 17-beta-dehydrogenase 1","HSD17B1","P14061","CHEMBL3181","Enzyme","0.100578902067","73 /  1     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.100578902067","12 /  6     "
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","0.100578902067","2 /  1     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.100578902067","36 /  6     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.100578902067","2 /  3     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.100578902067","8 /  6     "
"Carbonyl reductase [NADPH] 1","CBR1","P16152","CHEMBL5586","Enzyme","0.100578902067","1 /  1     "
"Arachidonate 15-lipoxygenase, type II","ALOX15B","O15296","CHEMBL2457","Enzyme","0.100578902067","0 /  1     "
"Insulin-like growth factor binding protein 3","IGFBP3","P17936","CHEMBL3997","Secreted protein","0.100578902067","1 /  0     "
"Stem cell growth factor receptor","KIT","P10721","CHEMBL1936","Kinase","0.100578902067","3 /  3     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.100578902067","34 /  3     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.100578902067","10 /  3     "
"Fibroblast growth factor receptor 1","FGFR1","P11362","CHEMBL3650","Kinase","0.100578902067","2 /  3     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.100578902067","11 /  4     "
"14-3-3 protein gamma","YWHAG","P61981","CHEMBL1293296","Unclassified protein","0.100578902067","1 /  0     "
"Neuronal acetylcholine receptor protein alpha-7 subunit","CHRNA7","P36544","CHEMBL2492","Ligand-gated ion channel","0.100578902067","5 /  0     "
"Kallikrein 1","KLK1","P06870","CHEMBL2319","Protease","0.100578902067","0 /  2     "
"Kallikrein 2","KLK2","P20151","CHEMBL2442","Protease","0.100578902067","0 /  1     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.100578902067","64 /  0     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.100578902067","8 /  0     "
"Dual specificty protein kinase CLK1","CLK1","P49759","CHEMBL4224","Kinase","0.100578902067","14 /  0     "
"Dual specificity tyrosine-phosphorylation-regulated kinase 1B","DYRK1B","Q9Y463","CHEMBL5543","Kinase","0.100578902067","12 /  0     "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.100578902067","4 /  4     "
"Serine/threonine-protein kinase WEE1","WEE1","P30291","CHEMBL5491","Kinase","0.100578902067","15 /  0     "
"Glucagon receptor","GCGR","P47871","CHEMBL1985","Family B G protein-coupled receptor","0.100578902067","5 /  0     "
"3-phosphoinositide dependent protein kinase-1","PDPK1","O15530","CHEMBL2534","Kinase","0.100578902067","3 /  0     "
"NADH-ubiquinone oxidoreductase chain 4","MT-ND4","P03905","CHEMBL4499","Oxidoreductase","0.100578902067","0 /  4     "
"Estrogen-related receptor alpha","ESRRA","P11474","CHEMBL3429","Nuclear receptor","0.100578902067","13 /  0     "
"Estrogen-related receptor beta","ESRRB","O95718","CHEMBL3751","Nuclear receptor","0.100578902067","13 /  0     "
"Taste receptor type 2 member 31","TAS2R31","P59538","CHEMBL2034804","Taste family G protein-coupled receptor","0.100578902067","0 /  3     "
"Ribosomal protein S6 kinase alpha 5","RPS6KA5","O75582","CHEMBL4237","Kinase","0.100578902067","1 /  0     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.100578902067","16 /  0     "
"Insulin receptor","INSR","P06213","CHEMBL1981","Kinase","0.100578902067","5 /  0     "
"Alpha-synuclein","SNCA","P37840","CHEMBL6152","Unclassified protein","0.0","6 /  0     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.0","10 /  0     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.0","11 /  0     "
"PI3-kinase p110-gamma subunit","PIK3CG","P48736","CHEMBL3267","Enzyme","0.0","19 /  0     "
"17-beta-hydroxysteroid dehydrogenase 14","HSD17B14","Q9BPX1","CHEMBL3712868","Enzyme","0.0","1 /  0     "
"ADAM17","ADAM17","P78536","CHEMBL3706","Protease","0.0","12 /  0     "
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.0","0 /  120     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.0","0 /  117     "
"Cathepsin (B and K)","CTSB","P07858","CHEMBL4072","Protease","0.0","0 /  1     "
"Phospholipase A-2-activating protein","PLAA","Q9Y263","CHEMBL6114","Unclassified protein","0.0","6 /  0     "
"Dynamin-1","DNM1","Q05193","CHEMBL4958","Enzyme","0.0","1 /  0     "
"Nuclear factor NF-kappa-B p65 subunit","RELA","Q04206","CHEMBL5533","Transcription factor","0.0","1 /  0     "
"Serine/threonine-protein kinase Chk1","CHEK1","O14757","CHEMBL4630","Kinase","0.0","17 /  0     "
"NAD-dependent deacetylase sirtuin 2","SIRT2","Q8IXJ6","CHEMBL4462","Eraser","0.0","0 /  20     "
"C-C chemokine receptor type 5","CCR5","P51681","CHEMBL274","Family A G protein-coupled receptor","0.0","6 /  0     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.0","5 /  0     "
"Cyclooxygenase-1","PTGS1","P23219","CHEMBL221","Oxidoreductase","0.0","9 /  24     "
"Serine/threonine-protein kinase RAF","RAF1","P04049","CHEMBL1906","Kinase","0.0","50 /  0     "
"Serine/threonine-protein kinase B-raf","BRAF","P15056","CHEMBL5145","Kinase","0.0","57 /  0     "
"Purine nucleoside phosphorylase   (by homology)","PNP","P00491","CHEMBL4338","Enzyme","0.0","5 /  0     "
"DNA topoisomerase I","TOP1","P11387","CHEMBL1781","Isomerase","0.0","4 /  0     "
"Estradiol 17-beta-dehydrogenase 3","HSD17B3","P37058","CHEMBL4234","Enzyme","0.0","8 /  0     "
"Uridine phosphorylase 1   (by homology)","UPP1","Q16831","CHEMBL4811","Enzyme","0.0","10 /  0     "
"Serine/threonine-protein kinase Aurora-A","AURKA","O14965","CHEMBL4722","Kinase","0.0","14 /  0     "
"Transitional endoplasmic reticulum ATPase","VCP","P55072","CHEMBL1075145","Primary active transporter","0.0","4 /  0     "
"Protein-tyrosine phosphatase 2C","PTPN11","Q06124","CHEMBL3864","Phosphatase","0.0","2 /  0     "
"Rho-associated protein kinase 1","ROCK1","Q13464","CHEMBL3231","Kinase","0.0","1 /  0     "
