"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"LXR-beta","NR1H2","P55055","CHEMBL4093","Nuclear receptor","0.0524239602665","0 /  9     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0428942118511","24 /  41     "
"Serine/threonine-protein kinase Chk1","CHEK1","O14757","CHEMBL4630","Kinase","0.0428942118511","2 /  0     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.0428942118511","48 /  30     "
"Platelet activating factor receptor","PTAFR","P25105","CHEMBL250","Family A G protein-coupled receptor","0.0428942118511","0 /  12     "
"LXR-alpha","NR1H3","Q13133","CHEMBL2808","Nuclear receptor","0.0428942118511","1 /  10     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.0428942118511","0 /  15     "
"Dihydropteridine reductase","QDPR","P09417","CHEMBL3730","Enzyme","0.0428942118511","3 /  0     "
"D-amino-acid oxidase","DAO","P14920","CHEMBL5485","Enzyme","0.0428942118511","19 /  0     "
"Fibroblast growth factor receptor 1","FGFR1","P11362","CHEMBL3650","Kinase","0.0428942118511","8 /  0     "
"Dopamine beta-hydroxylase","DBH","P09172","CHEMBL3102","Enzyme","0.0428942118511","4 /  0     "
"Protein kinase C mu","PRKD1","Q15139","CHEMBL3863","Kinase","0.0428942118511","3 /  0     "
"Death-associated protein kinase 3","DAPK3","O43293","CHEMBL2468","Kinase","0.0428942118511","1 /  0     "
"Glycogen synthase kinase-3 alpha","GSK3A","P49840","CHEMBL2850","Kinase","0.0428942118511","7 /  0     "
"AMP-activated protein kinase, beta-1 subunit","PRKAB1","Q9Y478","CHEMBL3847","Kinase","0.0428942118511","1 /  0     "
"Serine/threonine-protein kinase PIM2","PIM2","Q9P1W9","CHEMBL4523","Kinase","0.0428942118511","13 /  0     "
"Serine/threonine-protein kinase/endoribonuclease IRE1","ERN1","O75460","CHEMBL1163101","Enzyme","0.0428942118511","18 /  0     "
"Squalene monooxygenase   (by homology)","SQLE","Q14534","CHEMBL3592","Enzyme","0.0428942118511","0 /  15     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.0428942118511","30 /  63     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.0428942118511","37 /  57     "
"Histone deacetylase 2","HDAC2","Q92769","CHEMBL1937","Eraser","0.0428942118511","9 /  0     "
"c-Jun N-terminal kinase 2","MAPK9","P45984","CHEMBL4179","Kinase","0.0428942118511","0 /  2     "
"Acyl-protein thioesterase 1","LYPLA1","O75608","CHEMBL1681631","Enzyme","0.0428942118511","0 /  1     "
"Acyl-protein thioesterase 2","LYPLA2","O95372","CHEMBL1932891","Enzyme","0.0428942118511","0 /  1     "
"Tyrosine-protein kinase JAK1","JAK1","P23458","CHEMBL2835","Kinase","0.0428942118511","3 /  0     "
