"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Signal transducer and activator of transcription 3","STAT3","P40763","CHEMBL4026","Transcription factor","0.103074260188","3 /  7     "
"Interleukin-2","IL2","P60568","CHEMBL5880","Secreted protein","0.074564954199","1 /  1     "
"Heat shock protein HSP 90-alpha","HSP90AA1","P07900","CHEMBL3880","Other cytosolic protein","0.074564954199","12 /  2     "
"Platelet activating factor receptor","PTAFR","P25105","CHEMBL250","Family A G protein-coupled receptor","0.074564954199","0 /  11     "
"Gamma-secretase","PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B","P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43","CHEMBL2094135","Protease","0.074564954199","8 /  8     "
"Vascular endothelial growth factor A","VEGFA","P15692","CHEMBL1783","Secreted protein","0.074564954199","0 /  2     "
"Acidic fibroblast growth factor","FGF1","P05230","CHEMBL2120","Secreted protein","0.074564954199","0 /  4     "
"Basic fibroblast growth factor","FGF2","P09038","CHEMBL3107","Secreted protein","0.074564954199","0 /  2     "
"Heparanase","HPSE","Q9Y251","CHEMBL3921","Enzyme","0.074564954199","0 /  4     "
"Sodium/potassium-transporting ATPase alpha-1 chain","ATP1A1","P05023","CHEMBL1807","Primary active transporter","0.074564954199","0 /  1     "
"Apoptosis regulator Bcl-X","BCL2L1","Q07817","CHEMBL4625","Other ion channel","0.074564954199","6 /  1     "
"Sphingosine 1-phosphate receptor Edg-1","S1PR1","P21453","CHEMBL4333","Family A G protein-coupled receptor","0.074564954199","72 /  0     "
"Nuclear receptor ROR-gamma","RORC","P51449","CHEMBL1741186","Nuclear receptor","0.074564954199","6 /  2     "
"Galectin-4","LGALS4","P56470","CHEMBL1671608","Other cytosolic protein","0.074564954199","0 /  2     "
"Galectin-3","LGALS3","P17931","CHEMBL4531","Other cytosolic protein","0.074564954199","0 /  3     "
"Galectin-8","LGALS8","O00214","CHEMBL5475","Other cytosolic protein","0.074564954199","0 /  2     "
"Neurokinin 2 receptor","TACR2","P21452","CHEMBL2327","Family A G protein-coupled receptor","0.074564954199","8 /  0     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.074564954199","49 /  0     "
"Tyrosine-protein kinase SYK","SYK","P43405","CHEMBL2599","Kinase","0.074564954199","16 /  0     "
"11-beta-hydroxysteroid dehydrogenase 2","HSD11B2","P80365","CHEMBL3746","Enzyme","0.074564954199","0 /  1     "
"5-lipoxygenase activating protein","ALOX5AP","P20292","CHEMBL4550","Other cytosolic protein","0.0","20 /  0     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.0","50 /  1     "
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","PFKFB3","Q16875","CHEMBL2331053","Enzyme","0.0","17 /  0     "
"ADAM17","ADAM17","P78536","CHEMBL3706","Protease","0.0","7 /  0     "
"Histone deacetylase 6","HDAC6","Q9UBN7","CHEMBL1865","Eraser","0.0","62 /  0     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.0","16 /  0     "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.0","59 /  0     "
"Sodium/glucose cotransporter 2","SLC5A2","P31639","CHEMBL3884","Electrochemical transporter","0.0","25 /  0     "
"Macrophage colony stimulating factor receptor","CSF1R","P07333","CHEMBL1844","Kinase","0.0","20 /  0     "
"Vascular endothelial growth factor receptor 1","FLT1","P17948","CHEMBL1868","Kinase","0.0","8 /  0     "
"Stem cell growth factor receptor","KIT","P10721","CHEMBL1936","Kinase","0.0","10 /  0     "
"Tyrosine-protein kinase receptor FLT3","FLT3","P36888","CHEMBL1974","Kinase","0.0","12 /  0     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.0","15 /  0     "
"Adenosine A2a receptor","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.0","37 /  0     "
"Serine/threonine-protein kinase Aurora-A","AURKA","O14965","CHEMBL4722","Kinase","0.0","23 /  0     "
"Cathepsin D","CTSD","P07339","CHEMBL2581","Protease","0.0","7 /  0     "
"MAP kinase p38 alpha","MAPK14","Q16539","CHEMBL260","Kinase","0.0","43 /  0     "
"Renin","REN","P00797","CHEMBL286","Protease","0.0","57 /  0     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.0","24 /  0     "
"Serine/threonine-protein kinase PIM2","PIM2","Q9P1W9","CHEMBL4523","Kinase","0.0","15 /  0     "
"Cyclin-dependent kinase 1","CDK1","P06493","CHEMBL308","Kinase","0.0","5 /  1     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.0","2 /  0     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.0","3 /  0     "
"Dipeptidyl peptidase IV","DPP4","P27487","CHEMBL284","Protease","0.0","20 /  0     "
"Protein-tyrosine phosphatase 2C","PTPN11","Q06124","CHEMBL3864","Phosphatase","0.0","25 /  0     "
"Adenosine A2b receptor","ADORA2B","P29275","CHEMBL255","Family A G protein-coupled receptor","0.0","2 /  0     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.0","16 /  0     "
"Dual specificity protein phosphatase 3","DUSP3","P51452","CHEMBL2635","Phosphatase","0.0","5 /  0     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.0","25 /  0     "
"Adenosine kinase","ADK","P55263","CHEMBL3589","Enzyme","0.0","7 /  0     "
"Thrombin and coagulation factor X","F10","P00742","CHEMBL244","Protease","0.0","23 /  0     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.0","62 /  22     "
"Cyclin-dependent kinase 2","CDK2","P24941","CHEMBL301","Kinase","0.0","6 /  0     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.0","4 /  3     "
"LIM domain kinase 2","LIMK2","P53671","CHEMBL5932","Kinase","0.0","4 /  0     "
"Nerve growth factor receptor Trk-A","NTRK1","P04629","CHEMBL2815","Kinase","0.0","6 /  0     "
"Sphingosine 1-phosphate receptor Edg-3","S1PR3","Q99500","CHEMBL3892","Family A G protein-coupled receptor","0.0","60 /  0     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.0","18 /  0     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.0","2 /  0     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.0","6 /  0     "
"Geranylgeranyl transferase type I","PGGT1B FNTA","P53609 P49354","CHEMBL2095164","Enzyme","0.0","2 /  0     "
"Thymidylate synthase   (by homology)","TYMS","P04818","CHEMBL1952","Transferase","0.0","73 /  0     "
"PI3-kinase p110-alpha/p85-alpha","PIK3CA PIK3R1","P42336 P27986","CHEMBL2111367","Enzyme","0.0","10 /  0     "
"PI3-kinase p110-delta subunit","PIK3CD","O00329","CHEMBL3130","Enzyme","0.0","12 /  0     "
"PI3-kinase p110-gamma subunit","PIK3CG","P48736","CHEMBL3267","Enzyme","0.0","14 /  0     "
"Sodium/glucose cotransporter 1","SLC5A1","P13866","CHEMBL4979","Electrochemical transporter","0.0","19 /  0     "
"Adrenergic receptor beta","ADRB2","P07550","CHEMBL210","Family A G protein-coupled receptor","0.0","26 /  0     "
"Beta-1 adrenergic receptor","ADRB1","P08588","CHEMBL213","Family A G protein-coupled receptor","0.0","20 /  0     "
"Beta-3 adrenergic receptor","ADRB3","P13945","CHEMBL246","Family A G protein-coupled receptor","0.0","16 /  0     "
"MAP kinase ERK2","MAPK1","P28482","CHEMBL4040","Kinase","0.0","7 /  0     "
"Nicotinamide phosphoribosyltransferase","NAMPT","P43490","CHEMBL1744525","Enzyme","0.0","2 /  0     "
"Rho-associated protein kinase 2","ROCK2","O75116","CHEMBL2973","Kinase","0.0","7 /  0     "
"DNA-dependent protein kinase","PRKDC","P78527","CHEMBL3142","Kinase","0.0","8 /  0     "
"Inhibitor of nuclear factor kappa B kinase epsilon subunit","IKBKE","Q14164","CHEMBL3529","Kinase","0.0","6 /  0     "
"Vesicular acetylcholine transporter","SLC18A3","Q16572","CHEMBL4767","Electrochemical transporter","0.0","2 /  0     "
"Serine/threonine-protein kinase TBK1","TBK1","Q9UHD2","CHEMBL5408","Kinase","0.0","6 /  0     "
"Coagulation factor IX","F9","P00740","CHEMBL2016","Protease","0.0","2 /  0     "
