"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Cyclin-dependent kinase 1","CDK1","P06493","CHEMBL308","Kinase","0.77686917239","1 /  1     "
"Vascular endothelial growth factor A","VEGFA","P15692","CHEMBL1783","Secreted protein","0.161765714709","0 /  4     "
"Acidic fibroblast growth factor","FGF1","P05230","CHEMBL2120","Secreted protein","0.161765714709","0 /  7     "
"Heparanase","HPSE","Q9Y251","CHEMBL3921","Enzyme","0.161765714709","0 /  5     "
"Basic fibroblast growth factor","FGF2","P09038","CHEMBL3107","Secreted protein","0.128531577649","1 /  4     "
"Heat shock protein HSP 90-alpha","HSP90AA1","P07900","CHEMBL3880","Other cytosolic protein","0.120225750913","0 /  3     "
"Galectin-4","LGALS4","P56470","CHEMBL1671608","Other cytosolic protein","0.120225750913","0 /  3     "
"Galectin-8","LGALS8","O00214","CHEMBL5475","Other cytosolic protein","0.120225750913","0 /  3     "
"Gamma-secretase","PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B","P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43","CHEMBL2094135","Protease","0.120225750913","0 /  8     "
"Serotonin 2b (5-HT2b) receptor","HTR2B","P41595","CHEMBL1833","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Alpha-2a adrenergic receptor","ADRA2A","P08913","CHEMBL1867","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Adrenergic receptor alpha-2","ADRA2C","P18825","CHEMBL1916","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Alpha-2b adrenergic receptor","ADRA2B","P18089","CHEMBL1942","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Dopamine D1 receptor","DRD1","P21728","CHEMBL2056","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Dopamine D2 receptor","DRD2","P14416","CHEMBL217","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Alpha-1d adrenergic receptor","ADRA1D","P25100","CHEMBL223","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Serotonin 2a (5-HT2a) receptor","HTR2A","P28223","CHEMBL224","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Serotonin 2c (5-HT2c) receptor","HTR2C","P28335","CHEMBL225","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Dopamine D3 receptor","DRD3","P35462","CHEMBL234","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Cytochrome P450 2D6","CYP2D6","P10635","CHEMBL289","Cytochrome P450","0.120225750913","0 /  1     "
"Serotonin 6 (5-HT6) receptor","HTR6","P50406","CHEMBL3371","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Alpha-1a adrenergic receptor   (by homology)","ADRA1A","P35348","CHEMBL229","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Serotonin 1b (5-HT1b) receptor   (by homology)","HTR1B","P28222","CHEMBL1898","Family A G protein-coupled receptor","0.120225750913","0 /  1     "
"Vanilloid receptor","TRPV1","Q8NER1","CHEMBL4794","Voltage-gated ion channel","0.120225750913","0 /  1     "
"Galectin-3","LGALS3","P17931","CHEMBL4531","Other cytosolic protein","0.120225750913","2 /  4     "
"Nuclear receptor ROR-gamma","RORC","P51449","CHEMBL1741186","Nuclear receptor","0.120225750913","0 /  2     "
"AMY1C","AMY1A","P04745","CHEMBL2478","Enzyme","0.120225750913","2 /  0     "
"Pancreatic alpha-amylase","AMY2A","P04746","CHEMBL2045","Hydrolase","0.120225750913","3 /  0     "
"Glycine receptor subunit alpha-1","GLRA1","P23415","CHEMBL5845","Ligand-gated ion channel","0.120225750913","0 /  11     "
"Glycine receptor subunit alpha-2","GLRA2","P23416","CHEMBL5871","Ligand-gated ion channel","0.120225750913","0 /  7     "
"Signal transducer and activator of transcription 3","STAT3","P40763","CHEMBL4026","Transcription factor","0.120225750913","0 /  7     "
"Somatostatin receptor 5","SSTR5","P35346","CHEMBL1792","Family A G protein-coupled receptor","0.0","0 /  1     "
"Somatostatin receptor 2","SSTR2","P30874","CHEMBL1804","Family A G protein-coupled receptor","0.0","0 /  1     "
"Somatostatin receptor 4","SSTR4","P31391","CHEMBL1853","Family A G protein-coupled receptor","0.0","0 /  1     "
"Somatostatin receptor 1","SSTR1","P30872","CHEMBL1917","Family A G protein-coupled receptor","0.0","0 /  1     "
"Somatostatin receptor 3","SSTR3","P32745","CHEMBL2028","Family A G protein-coupled receptor","0.0","0 /  1     "
"Adenosine A2a receptor   (by homology)","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.0","3 /  0     "
"Glutamate carboxypeptidase II","FOLH1","Q04609","CHEMBL1892","Protease","0.0","12 /  0     "
"Kappa Opioid receptor","OPRK1","P41145","CHEMBL237","Family A G protein-coupled receptor","0.0","0 /  5     "
"NAALADase II","NAALAD2","Q9Y3Q0","CHEMBL2609","Protease","0.0","4 /  0     "
