"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.98296077562","267 /  24     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.98296077562","165 /  19     "
"Peroxisome proliferator-activated receptor delta","PPARD","Q03181","CHEMBL3979","Nuclear receptor","0.98296077562","160 /  12     "
"Fatty acid binding protein adipocyte","FABP4","P15090","CHEMBL2083","Fatty acid binding protein family","0.661620920662","24 /  4     "
"Fatty acid binding protein muscle","FABP3","P05413","CHEMBL3344","Fatty acid binding protein family","0.661620920662","12 /  5     "
"Fatty acid binding protein epidermal","FABP5","Q01469","CHEMBL3674","Fatty acid binding protein family","0.661620920662","4 /  2     "
"Anandamide amidohydrolase","FAAH","O00519","CHEMBL2243","Enzyme","0.616298897227","11 /  17     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.616298897227","1 /  2     "
"Fatty acid-binding protein, liver","FABP1","P07148","CHEMBL5421","Fatty acid binding protein family","0.616298897227","1 /  3     "
"Acyl-CoA desaturase","SCD","O00767","CHEMBL5555","Enzyme","0.407591848375","17 /  1     "
"Free fatty acid receptor 1","FFAR1","O14842","CHEMBL4422","Family A G protein-coupled receptor","0.25326461281","168 /  3     "
"Cyclooxygenase-1","PTGS1","P23219","CHEMBL221","Oxidoreductase","0.189728914006","2 /  3     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.180616481451","140 /  60     "
"T-cell protein-tyrosine phosphatase","PTPN2","P17706","CHEMBL3807","Phosphatase","0.180616481451","41 /  20     "
"Prostaglandin E synthase","PTGES","O14684","CHEMBL5658","Enzyme","0.108018050868","20 /  14     "
"Protein-tyrosine phosphatase 1C","PTPN6","P29350","CHEMBL3166","Phosphatase","0.108018050868","2 /  1     "
"Carboxylesterase 2","CES2","O00748","CHEMBL3180","Enzyme","0.108018050868","0 /  14     "
"Prolyl endopeptidase","PREP","P48147","CHEMBL3202","Protease","0.108018050868","0 /  3     "
"Nuclear receptor ROR-gamma","RORC","P51449","CHEMBL1741186","Nuclear receptor","0.0898720672475","9 /  10     "
"DNA polymerase beta","POLB","P06746","CHEMBL2392","Enzyme","0.071715932485","2 /  8     "
"Aldo-keto reductase family 1 member B10","AKR1B10","O60218","CHEMBL5983","Enzyme","0.071715932485","0 /  7     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.071715932485","83 /  42     "
"Leukotriene B4 receptor 1","LTB4R","Q15722","CHEMBL3911","Family A G protein-coupled receptor","0.071715932485","71 /  6     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0626219668353","26 /  23     "
"HMG-CoA reductase","HMGCR","P04035","CHEMBL402","Oxidoreductase","0.0626219668353","92 /  36     "
"Phosphodiesterase 4D","PDE4D","Q08499","CHEMBL288","Phosphodiesterase","0.0626219668353","70 /  1     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.0626219668353","0 /  259     "
"LXR-alpha","NR1H3","Q13133","CHEMBL2808","Nuclear receptor","0.0626219668353","6 /  20     "
"Cannabinoid receptor 1","CNR1","P21554","CHEMBL218","Family A G protein-coupled receptor","0.0626219668353","10 /  24     "
"Receptor-type tyrosine-protein phosphatase F (LAR)","PTPRF","P10586","CHEMBL3521","Membrane receptor","0.0626219668353","23 /  1     "
"Prostanoid EP2 receptor   (by homology)","PTGER2","P43116","CHEMBL1881","Family A G protein-coupled receptor","0.0626219668353","87 /  24     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0626219668353","24 /  4     "
"Dual specificity phosphatase Cdc25A","CDC25A","P30304","CHEMBL3775","Phosphatase","0.0626219668353","17 /  16     "
