"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.926267731364","14 /  51     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.926267731364","6 /  27     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.926267731364","14 /  49     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.926267731364","5 /  6     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.926267731364","10 /  31     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.926267731364","6 /  27     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.926267731364","9 /  29     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.926267731364","3 /  4     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","0.110991670303","2 /  3     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.110991670303","3 /  3     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.110991670303","3 /  4     "
"Carbonic anhydrase XIII   (by homology)","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.110991670303","2 /  2     "
"Alpha-(1,3)-fucosyltransferase 7","FUT7","Q11130","CHEMBL3596077","Transferase","0.0727163610114","1 /  2     "
"Squalene monooxygenase   (by homology)","SQLE","Q14534","CHEMBL3592","Enzyme","0.0630257148888","0 /  7     "
"L-lactate dehydrogenase A chain","LDHA","P00338","CHEMBL4835","Enzyme","0.053517944289","0 /  14     "
"L-lactate dehydrogenase B chain","LDHB","P07195","CHEMBL4940","Enzyme","0.053517944289","0 /  11     "
"Transthyretin","TTR","P02766","CHEMBL3194","Secreted protein","0.053517944289","0 /  8     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.053517944289","0 /  6     "
"Catechol O-methyltransferase   (by homology)","COMT","P21964","CHEMBL2023","Transferase","0.0439186325197","0 /  7     "
"Apoptosis regulator Bcl-X","BCL2L1","Q07817","CHEMBL4625","Other ion channel","0.0439186325197","0 /  2     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.0439186325197","0 /  3     "
"ALK tyrosine kinase receptor","ALK","Q9UM73","CHEMBL4247","Kinase","0.0439186325197","0 /  3     "
"Plasminogen activator inhibitor-1","SERPINE1","P05121","CHEMBL3475","Secreted protein","0.0439186325197","0 /  8     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.0439186325197","0 /  3     "
"G-protein coupled receptor 35","GPR35","Q9HC97","CHEMBL1293267","Family A G protein-coupled receptor","0.0439186325197","0 /  2     "
"Serum albumin","ALB","P02768","CHEMBL3253","Secreted protein","0.0439186325197","0 /  5     "
"Tyrosinase   (by homology)","TYR","P14679","CHEMBL1973","Oxidoreductase","0.0","0 /  3     "
"Steroid 5-alpha-reductase 2","SRD5A2","P31213","CHEMBL1856","Oxidoreductase","0.0","0 /  13     "
"Tyrosine-protein kinase FYN","FYN","P06241","CHEMBL1841","Kinase","0.0","0 /  1     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.0","0 /  2     "
"Matrix metalloproteinase 8","MMP8","P22894","CHEMBL4588","Protease","0.0","1 /  0     "
