"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Insulin-like growth factor II receptor","IGF2R","P11717","CHEMBL3240","Membrane receptor","0.108770969359","0 /  4     "
"Autotaxin","ENPP2","Q13822","CHEMBL3691","Enzyme","0.100578902067","0 /  28     "
"Lysophosphatidic acid receptor Edg-4","LPAR2","Q9HBW0","CHEMBL3724","Family A G protein-coupled receptor","0.100578902067","0 /  23     "
"Lysophosphatidic acid receptor Edg-2   (by homology)","LPAR1","Q92633","CHEMBL3819","Family A G protein-coupled receptor","0.100578902067","0 /  30     "
"Serine/threonine-protein kinase AKT   (by homology)","AKT1","P31749","CHEMBL4282","Kinase","0.100578902067","0 /  2     "
"Lysophosphatidic acid receptor Edg-7","LPAR3","Q9UBY5","CHEMBL3250","Family A G protein-coupled receptor","0.100578902067","0 /  36     "
"G-protein coupled receptor 55","GPR55","Q9Y2T6","CHEMBL1075322","Family A G protein-coupled receptor","0.0","0 /  4     "
"Lysophosphatidic acid receptor 6","LPAR6","P43657","CHEMBL2331058","Family A G protein-coupled receptor","0.0","0 /  11     "
"Lysophosphatidic acid receptor 5","LPAR5","Q9H1C0","CHEMBL5700","Family A G protein-coupled receptor","0.0","0 /  11     "
"Lysophosphatidic acid receptor 4","LPAR4","Q99677","CHEMBL5968","Family A G protein-coupled receptor","0.0","0 /  11     "
"Inositol 1,4,5-trisphosphate receptor","ITPR3","Q14573","CHEMBL3904","Ligand-gated ion channel","0.0","0 /  7     "
"Inositol 1,4,5-trisphosphate receptor type 1","ITPR1","Q14643","CHEMBL4046","Ligand-gated ion channel","0.0","0 /  2     "
"3-phosphoinositide dependent protein kinase-1","PDPK1","O15530","CHEMBL2534","Kinase","0.0","0 /  2     "
"Serine/threonine-protein kinase mTOR","MTOR","P42345","CHEMBL2842","Kinase","0.0","0 /  1     "
"Phospholipase C-gamma-2","PLCG2","P16885","CHEMBL4100","Hydrolase","0.0","0 /  1     "
"Platelet activating factor receptor","PTAFR","P25105","CHEMBL250","Family A G protein-coupled receptor","0.0","0 /  1     "
"Putative N-acetylglucosamine-6-phosphate deacetylase","AMDHD2","Q9Y303","CHEMBL3217376","Enzyme","0.0","0 /  1     "
"Vanilloid receptor","TRPV1","Q8NER1","CHEMBL4794","Voltage-gated ion channel","0.0","0 /  1     "
"Type I inositol-1,4,5-trisphosphate 5-phosphatase","INPP5A","Q14642","CHEMBL4243","Enzyme","0.0","0 /  1     "
"Fatty acid binding protein muscle","FABP3","P05413","CHEMBL3344","Fatty acid binding protein family","0.0","0 /  1     "
"P-selectin","SELP","P16109","CHEMBL5378","Adhesion","0.0","0 /  1     "
"Probable G-protein coupled receptor 34","GPR34","Q9UPC5","CHEMBL3562165","Family A G protein-coupled receptor","0.0","0 /  4     "
"Putative P2Y purinoceptor 10","P2RY10","O00398","CHEMBL3562166","Family A G protein-coupled receptor","0.0","0 /  6     "
"Probable G-protein coupled receptor 174","GPR174","Q9BXC1","CHEMBL3562167","Family A G protein-coupled receptor","0.0","0 /  5     "
"6-phosphogluconate dehydrogenase","PGD","P52209","CHEMBL3404","Enzyme","0.0","0 /  2     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0","0 /  1     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0","0 /  1     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0","0 /  1     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","0 /  1     "
"PI3-kinase p110-alpha/p85-alpha","PIK3CA PIK3R1","P42336 P27986","CHEMBL2111367","Enzyme","0.0","0 /  1     "
