"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Thymidylate synthase","TYMS","P04818","CHEMBL1952","Transferase","0.775771511584","228 /  311     "
"Dihydrofolate reductase","DHFR","P00374","CHEMBL202","Oxidoreductase","0.322310183121","165 /  331     "
"Folate transporter 1","SLC19A1","P41440","CHEMBL4833","Electrochemical transporter","0.231022922975","13 /  13     "
"Histone deacetylase 6","HDAC6","Q9UBN7","CHEMBL1865","Eraser","0.156339771212","0 /  17     "
"Folate receptor alpha","FOLR1","P15328","CHEMBL2121","Membrane receptor","0.156339771212","24 /  11     "
"Folate receptor beta","FOLR2","P14207","CHEMBL5064","Membrane receptor","0.156339771212","9 /  6     "
"Proton-coupled folate transporter","SLC46A1","Q96NT5","CHEMBL1795188","Electrochemical transporter","0.156339771212","14 /  14     "
"Folylpoly-gamma-glutamate synthetase","FPGS","Q05932","CHEMBL3171","Enzyme","0.139714053544","8 /  25     "
"Histone deacetylase 8","HDAC8","Q9BY41","CHEMBL3192","Eraser","0.139714053544","0 /  7     "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.139714053544","0 /  15     "
"GAR transformylase","GART","P22102","CHEMBL3972","Ligase","0.106542925976","74 /  67     "
"AICAR transformylase","ATIC","P31939","CHEMBL2518","Enzyme","0.106542925976","4 /  2     "
"Aldose reductase   (by homology)","AKR1B1","P15121","CHEMBL1900","Enzyme","0.106542925976","93 /  0     "
"L-lactate dehydrogenase A chain","LDHA","P00338","CHEMBL4835","Enzyme","0.106542925976","13 /  0     "
"Muscle glycogen phosphorylase","PYGM","P11217","CHEMBL3526","Enzyme","0.106542925976","17 /  0     "
"G protein-coupled receptor 44","PTGDR2","Q9Y5Y4","CHEMBL5071","Family A G protein-coupled receptor","0.106542925976","211 /  0     "
"Caspase-3","CASP3","P42574","CHEMBL2334","Protease","0.0","115 /  0     "
"Calpain 1","CAPN1","P07384","CHEMBL3891","Protease","0.0","12 /  0     "
"Epoxide hydratase   (by homology)","EPHX2","P34913","CHEMBL2409","Protease","0.0","10 /  0     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.0","10 /  0     "
"Caspase-7","CASP7","P55210","CHEMBL3468","Protease","0.0","18 /  0     "
"Caspase-8","CASP8","Q14790","CHEMBL3776","Protease","0.0","15 /  0     "
"Adenosine A2b receptor","ADORA2B","P29275","CHEMBL255","Family A G protein-coupled receptor","0.0","13 /  0     "
"Free fatty acid receptor 1","FFAR1","O14842","CHEMBL4422","Family A G protein-coupled receptor","0.0","42 /  0     "
"Integrin alpha-V/beta-3","ITGAV ITGB3","P06756 P05106","CHEMBL1907598","Membrane receptor","0.0","54 /  29     "
"DNA-(apurinic or apyrimidinic site) lyase","APEX1","P27695","CHEMBL5619","Enzyme","0.0","8 /  0     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.0","11 /  0     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.0","10 /  0     "
"Splicing factor 3B subunit 3","SF3B3","Q15393","CHEMBL1250378","Unclassified protein","0.0","1 /  0     "
"Proteasome Macropain subunit MB1","PSMB5","P28074","CHEMBL4662","Protease","0.0","1 /  0     "
"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit gamma","PIK3C2G","O75747","CHEMBL1163120","Enzyme","0.0","1 /  0     "
"Glycogen synthase kinase-3 alpha","GSK3A","P49840","CHEMBL2850","Kinase","0.0","16 /  0     "
"Casein kinase II alpha (prime)","CSNK2A2","P19784","CHEMBL4070","Kinase","0.0","17 /  0     "
"Acyl-CoA:dihydroxyacetonephosphateacyltransferase","GNPAT","O15228","CHEMBL4494","Enzyme","0.0","1 /  0     "
"G protein-coupled receptor kinase 6","GRK6","P43250","CHEMBL6144","Kinase","0.0","24 /  0     "
"Ubiquitin carboxyl-terminal hydrolase isozyme L1","UCHL1","P09936","CHEMBL6159","Enzyme","0.0","9 /  0     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.0","1 /  0     "
"Interleukin-8 receptor B","CXCR2","P25025","CHEMBL2434","Family A G protein-coupled receptor","0.0","8 /  0     "
"Matrix metalloproteinase 3","MMP3","P08254","CHEMBL283","Protease","0.0","5 /  0     "
"Matrix metalloproteinase 9","MMP9","P14780","CHEMBL321","Protease","0.0","13 /  0     "
"Serine/threonine-protein kinase ILK-1","ILK","Q13418","CHEMBL5247","Kinase","0.0","2 /  0     "
"Neprilysin","MME","P08473","CHEMBL1944","Protease","0.0","58 /  0     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.0","98 /  0     "
"Glutathione S-transferase Pi","GSTP1","P09211","CHEMBL3902","Enzyme","0.0","7 /  0     "
"Chymase","CMA1","P23946","CHEMBL4068","Protease","0.0","10 /  0     "
"Glutathione S-transferase Mu 2","GSTM2","P28161","CHEMBL4589","Enzyme","0.0","3 /  0     "
"Carnitine O-palmitoyltransferase 1, liver isoform","CPT1A","P50416","CHEMBL1293194","Enzyme","0.0","69 /  0     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0","15 /  0     "
"Mitogen-activated protein kinase kinase kinase 8","MAP3K8","P41279","CHEMBL4899","Kinase","0.0","10 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0","146 /  5     "
