"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Nitric-oxide synthase, endothelial","NOS3","P29474","CHEMBL4803","Enzyme","0.033970689612","0 /  20     "
"Polyamine oxidase","PAOX","Q6QHF9","CHEMBL2105","Enzyme","0.0238327432783","2 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0","13 /  0     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.0","4 /  0     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0","5 /  0     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.0","3 /  0     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0","5 /  0     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.0","4 /  0     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","4 /  0     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.0","3 /  0     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.0","2 /  0     "
"Carbonic anhydrase XIII   (by homology)","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.0","3 /  0     "
"Alpha-2a adrenergic receptor","ADRA2A","P08913","CHEMBL1867","Family A G protein-coupled receptor","0.0","1 /  0     "
"Phenylethanolamine N-methyltransferase","PNMT","P11086","CHEMBL4617","Enzyme","0.0","11 /  0     "
"Dipeptidyl peptidase II","DPP7","Q9UHL4","CHEMBL3976","Protease","0.0","12 /  0     "
"Dipeptidyl peptidase IV","DPP4","P27487","CHEMBL284","Protease","0.0","15 /  0     "
"Serotonin 1b (5-HT1b) receptor   (by homology)","HTR1B","P28222","CHEMBL1898","Family A G protein-coupled receptor","0.0","25 /  0     "
"Serotonin 2a (5-HT2a) receptor","HTR2A","P28223","CHEMBL224","Family A G protein-coupled receptor","0.0","86 /  0     "
"Serotonin 2c (5-HT2c) receptor","HTR2C","P28335","CHEMBL225","Family A G protein-coupled receptor","0.0","73 /  0     "
"Histamine H4 receptor","HRH4","Q9H3N8","CHEMBL3759","Family A G protein-coupled receptor","0.0","11 /  0     "
"Serotonin 2b (5-HT2b) receptor","HTR2B","P41595","CHEMBL1833","Family A G protein-coupled receptor","0.0","38 /  0     "
"Serotonin transporter   (by homology)","SLC6A4","P31645","CHEMBL228","Electrochemical transporter","0.0","93 /  0     "
"Dopamine transporter   (by homology)","SLC6A3","Q01959","CHEMBL238","Electrochemical transporter","0.0","48 /  0     "
"Nitric-oxide synthase, brain","NOS1","P29475","CHEMBL3568","Enzyme","0.0","4 /  32     "
"Nitric oxide synthase, inducible","NOS2","P35228","CHEMBL4481","Enzyme","0.0","2 /  29     "
"Aminopeptidase N","ANPEP","P15144","CHEMBL1907","Protease","0.0","2 /  0     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.0","39 /  0     "
"Lysine-specific histone demethylase 1","KDM1A","O60341","CHEMBL6136","Eraser","0.0","5 /  0     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.0","7 /  0     "
"Myeloperoxidase","MPO","P05164","CHEMBL2439","Enzyme","0.0","14 /  0     "
"Muscarinic acetylcholine receptor M2","CHRM2","P08172","CHEMBL211","Family A G protein-coupled receptor","0.0","5 /  0     "
"Beta-1 adrenergic receptor","ADRB1","P08588","CHEMBL213","Family A G protein-coupled receptor","0.0","5 /  0     "
