"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"DNA polymerase beta   (by homology)","POLB","P06746","CHEMBL2392","Enzyme","1.0","7 /  5     "
"Aldo-keto reductase family 1 member B10","AKR1B10","O60218","CHEMBL5983","Enzyme","0.999229353098","9 /  7     "
"Vitamin D receptor","VDR","P11473","CHEMBL1977","Nuclear receptor","0.951301028093","10 /  2     "
"Bile acid receptor FXR","NR1H4","Q96RI1","CHEMBL2047","Nuclear receptor","0.951301028093","25 /  12     "
"G-protein coupled bile acid receptor 1","GPBAR1","Q8TDU6","CHEMBL5409","Family A G protein-coupled receptor","0.951301028093","22 /  16     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.54535564657","6 /  47     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.449315377426","41 /  29     "
"UDP-glucuronosyltransferase 2B7","UGT2B7","P16662","CHEMBL4370","Enzyme","0.233302810579","0 /  26     "
"Corticosteroid binding globulin","SERPINA6","P08185","CHEMBL2421","Secreted protein","0.225295195947","0 /  11     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.225295195947","0 /  31     "
"Estradiol 17-beta-dehydrogenase 3","HSD17B3","P37058","CHEMBL4234","Enzyme","0.225295195947","0 /  13     "
"Glucose-6-phosphate 1-dehydrogenase","G6PD","P11413","CHEMBL5347","Enzyme","0.225295195947","0 /  10     "
"GABA-B receptor   (by homology)","GABBR1","Q9UBS5","CHEMBL2064","Family C G protein-coupled receptor","0.225295195947","0 /  1     "
"11-beta-hydroxysteroid dehydrogenase 2","HSD11B2","P80365","CHEMBL3746","Enzyme","0.20127836818","16 /  5     "
"Niemann-Pick C1-like protein 1","NPC1L1","Q9UHC9","CHEMBL2027","Other membrane protein","0.161276819402","0 /  8     "
"GABA A receptor alpha-2/beta-2/gamma-2","GABRA2 GABRB2 GABRG2","P47869 P47870 P18507","CHEMBL2111413","Ligand-gated ion channel","0.161276819402","0 /  1     "
"Dual specificity phosphatase Cdc25A","CDC25A","P30304","CHEMBL3775","Phosphatase","0.153290396807","1 /  15     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.153290396807","1 /  38     "
"Fatty acid binding protein intestinal","FABP2","P12104","CHEMBL4879","Fatty acid binding protein family","0.153290396807","0 /  1     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.13728888346","20 /  10     "
"Peroxisome proliferator-activated receptor delta","PPARD","Q03181","CHEMBL3979","Nuclear receptor","0.13728888346","19 /  8     "
"Protein farnesyltransferase","FNTA FNTB","P49354 P49356","CHEMBL2094108","Enzyme","0.12128700335","35 /  8     "
"Fatty acid binding protein adipocyte","FABP4","P15090","CHEMBL2083","Fatty acid binding protein family","0.12128700335","9 /  3     "
"Fatty acid binding protein muscle","FABP3","P05413","CHEMBL3344","Fatty acid binding protein family","0.12128700335","2 /  5     "
"Fatty acid binding protein epidermal","FABP5","Q01469","CHEMBL3674","Fatty acid binding protein family","0.12128700335","1 /  2     "
"Prostanoid EP2 receptor","PTGER2","P43116","CHEMBL1881","Family A G protein-coupled receptor","0.12128700335","101 /  12     "
"Prostanoid FP receptor","PTGFR","P43088","CHEMBL1987","Family A G protein-coupled receptor","0.12128700335","19 /  1     "
"Free fatty acid receptor 1","FFAR1","O14842","CHEMBL4422","Family A G protein-coupled receptor","0.113285953487","2 /  3     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.113285953487","68 /  29     "
"Lysine-specific demethylase 2A","KDM2A","Q9Y2K7","CHEMBL1938210","Eraser","0.113285953487","0 /  1     "
"Histone lysine demethylase PHF8","PHF8","Q9UPP1","CHEMBL1938212","Eraser","0.113285953487","0 /  1     "
"Lysine-specific demethylase 5C","KDM5C","P41229","CHEMBL2163176","Eraser","0.113285953487","0 /  1     "
"CDC45-related protein","CDC45","O75419","CHEMBL3040","Other nuclear protein","0.113285953487","0 /  1     "
"Leukocyte common antigen","PTPRC","P08575","CHEMBL3243","Enzyme","0.113285953487","0 /  1     "
"Solute carrier family 22 member 6   (by homology)","SLC22A6","Q4U2R8","CHEMBL1641347","Electrochemical transporter","0.113285953487","1 /  2     "
"SUMO-activating enzyme","SAE1 UBA2","Q9UBE0 Q9UBT2","CHEMBL2095174","Enzyme","0.113285953487","2 /  2     "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.113285953487","0 /  1     "
"Hydroxyacid oxidase 1","HAO1","Q9UJM8","CHEMBL4229","Enzyme","0.113285953487","0 /  1     "
"Prostaglandin E synthase","PTGES","O14684","CHEMBL5658","Enzyme","0.113285953487","26 /  8     "
"LXR-alpha","NR1H3","Q13133","CHEMBL2808","Nuclear receptor","0.113285953487","6 /  6     "
"Toll-like receptor (TLR7/TLR9)","TLR9","Q9NR96","CHEMBL5804","Toll-like and Il-1 receptors","0.113285953487","1 /  0     "
"Dual specificity phosphatase Cdc25B","CDC25B","P30305","CHEMBL4804","Phosphatase","0.113285953487","3 /  6     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.113285953487","101 /  1     "
"Voltage-gated calcium channel alpha2/delta subunit 1","CACNA2D1","P54289","CHEMBL1919","Calcium channel auxiliary subunit alpha2delta family","0.113285953487","0 /  4     "
"Thromboxane A2 receptor","TBXA2R","P21731","CHEMBL2069","Family A G protein-coupled receptor","0.113285953487","86 /  0     "
"Prostanoid DP receptor","PTGDR","Q13258","CHEMBL4427","Family A G protein-coupled receptor","0.113285953487","62 /  0     "
"Glutathione S-transferase kappa 1","GSTK1","Q9Y2Q3","CHEMBL4491","Enzyme","0.113285953487","0 /  1     "
"Betaine transporter","SLC6A12","P48065","CHEMBL3715","Electrochemical transporter","0.113285953487","0 /  3     "
"5-lipoxygenase activating protein","ALOX5AP","P20292","CHEMBL4550","Other cytosolic protein","0.113285953487","21 /  0     "
"Metabotropic glutamate receptor 5","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.113285953487","0 /  4     "
"Nuclear receptor subfamily 1 group I member 3","NR1I3","Q14994","CHEMBL5503","Nuclear receptor","0.113285953487","0 /  2     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.113285953487","20 /  6     "
