"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Dipeptidyl peptidase IV","DPP4","P27487","CHEMBL284","Protease","0.23384175012","40 /  370     "
"Angiotensin-converting enzyme","ACE","P12821","CHEMBL1808","Protease","0.225248576102","106 /  195     "
"Neprilysin   (by homology)","MME","P08473","CHEMBL1944","Protease","0.121096795278","60 /  121     "
"Calpain 1","CAPN1","P07384","CHEMBL3891","Protease","0.112450964818","5 /  29     "
"HLA class I histocompatibility antigen A-3","HLA-A","P04439","CHEMBL2632","Surface antigen","0.0951255886644","0 /  63     "
"Leukotriene A4 hydrolase","LTA4H","P09960","CHEMBL4618","Protease","0.0864426933852","20 /  8     "
"Renin","REN","P00797","CHEMBL286","Protease","0.0777583259988","2 /  75     "
"Cathepsin (B and K)","CTSB","P07858","CHEMBL4072","Protease","0.0777583259988","0 /  27     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0777583259988","19 /  9     "
"Leucine aminopeptidase","LAP3","P28838","CHEMBL3965","Protease","0.0690974435253","14 /  12     "
"Pepsinogen C   (by homology)","PGC","P20142","CHEMBL2136","Protease","0.0690974435253","0 /  3     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.0690974435253","11 /  77     "
"Sodium/glucose cotransporter 1","SLC5A1","P13866","CHEMBL4979","Electrochemical transporter","0.0690974435253","3 /  4     "
"Inhibitor of apoptosis protein 3","XIAP","P98170","CHEMBL4198","Other cytosolic protein","0.0690974435253","1 /  67     "
"Cathepsin D","CTSD","P07339","CHEMBL2581","Protease","0.0604245879294","0 /  52     "
"Lipoxin A4 receptor   (by homology)","FPR2","P25090","CHEMBL4227","Family A G protein-coupled receptor","0.0604245879294","0 /  3     "
"Protein kinase C epsilon","PRKCE","Q02156","CHEMBL3582","Kinase","0.0604245879294","0 /  1     "
"Neurotensin receptor 1   (by homology)","NTSR1","P30989","CHEMBL4123","Family A G protein-coupled receptor","0.0604245879294","0 /  78     "
"Lysine-specific demethylase 5C","KDM5C","P41229","CHEMBL2163176","Eraser","0.0604245879294","3 /  0     "
"Lysine-specific demethylase 4B","KDM4B","O94953","CHEMBL3313832","Eraser","0.0604245879294","2 /  0     "
"Lysine-specific demethylase 5B","KDM5B","Q9UGL1","CHEMBL3774295","Eraser","0.0604245879294","4 /  0     "
"Carboxypeptidase B2 isoform A","CPB2","Q96IY4","CHEMBL3419","Protease","0.0604245879294","64 /  26     "
"Xaa-Pro dipeptidase","PEPD","P12955","CHEMBL4185","Protease","0.0604245879294","0 /  4     "
"Phospholipase A2 group IIA","PLA2G2A","P14555","CHEMBL3474","Enzyme","0.0604245879294","0 /  5     "
"Phospholipase A2 group V","PLA2G5","P39877","CHEMBL4323","Enzyme","0.0604245879294","0 /  3     "
"Complement factor B","CFB","P00751","CHEMBL5731","Protease","0.0604245879294","0 /  4     "
"Aminopeptidase B","RNPEP","Q9H4A4","CHEMBL2432","Protease","0.0604245879294","3 /  4     "
"Fibroblast activation protein alpha","FAP","Q12884","CHEMBL4683","Protease","0.0604245879294","3 /  10     "
"Glyoxalase I","GLO1","Q04760","CHEMBL2424","Enzyme","0.0604245879294","0 /  2     "
"Neurotensin receptor 2","NTSR2","O95665","CHEMBL2514","Family A G protein-coupled receptor","0.0604245879294","0 /  32     "
"Furin","FURIN","P09958","CHEMBL2611","Protease","0.0604245879294","0 /  30     "
"TRAIL receptor-1","TNFRSF10A","O00220","CHEMBL3551","Membrane receptor","0.0604245879294","0 /  2     "
"Voltage-gated calcium channel alpha2/delta subunit 1   (by homology)","CACNA2D1","P54289","CHEMBL1919","Calcium channel auxiliary subunit alpha2delta family","0.0604245879294","32 /  0     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.0604245879294","5 /  0     "
"Integrin alpha-IIb/beta-3","ITGA2B ITGB3","P08514 P05106","CHEMBL2093869","Membrane receptor","0.0604245879294","9 /  57     "
"Serine/threonine-protein kinase PLK1","PLK1","P53350","CHEMBL3024","Kinase","0.0604245879294","11 /  0     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.0604245879294","7 /  97     "
"Aminopeptidase N","ANPEP","P15144","CHEMBL1907","Protease","0.0604245879294","26 /  13     "
"Pepsin A","PGA5","P0DJD9","CHEMBL3295","Protease","0.0604245879294","0 /  11     "
"Subtilisin/kexin type 6","PCSK6","P29122","CHEMBL2951","Protease","0.0604245879294","0 /  10     "
"Hepatocyte growth factor activator","HGFAC","Q04756","CHEMBL3351190","Unclassified protein","0.0604245879294","0 /  3     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.0604245879294","22 /  0     "
"Serine/threonine-protein kinase PIM2","PIM2","Q9P1W9","CHEMBL4523","Kinase","0.0604245879294","21 /  0     "
"Glycine transporter 1","SLC6A9","P48067","CHEMBL2337","Electrochemical transporter","0.0604245879294","36 /  0     "
