"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.104375395893","0 /  84     "
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.104375395893","0 /  19     "
"Dual specificity phosphatase Cdc25C","CDC25C","P30307","CHEMBL2378","Phosphatase","0.0956237870388","0 /  4     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.0956237870388","0 /  81     "
"Progesterone receptor","PGR","P06401","CHEMBL208","Nuclear receptor","0.0956237870388","0 /  42     "
"Potassium-transporting ATPase alpha chain 2","ATP12A","P54707","CHEMBL2933","Primary active transporter","0.0956237870388","0 /  10     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.0956237870388","0 /  77     "
"Mineralocorticoid receptor","NR3C2","P08235","CHEMBL1994","Nuclear receptor","0.0956237870388","0 /  18     "
"Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform","PPP2CA","P67775","CHEMBL4703","Phosphatase","0.0956237870388","0 /  8     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0956237870388","0 /  15     "
"Proteinase-activated receptor 2","F2RL1","P55085","CHEMBL5963","Family A G protein-coupled receptor","0.0956237870388","0 /  1     "
"Dual specificity phosphatase Cdc25A","CDC25A","P30304","CHEMBL3775","Phosphatase","0.0956237870388","1 /  18     "
"Dual specificity phosphatase Cdc25B","CDC25B","P30305","CHEMBL4804","Phosphatase","0.0956237870388","3 /  17     "
"Carboxylesterase 2","CES2","O00748","CHEMBL3180","Enzyme","0.0956237870388","0 /  13     "
"11-beta-hydroxysteroid dehydrogenase 1   (by homology)","HSD11B1","P28845","CHEMBL4235","Enzyme","0.0956237870388","0 /  28     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.0956237870388","0 /  13     "
"Peroxisome proliferator-activated receptor delta","PPARD","Q03181","CHEMBL3979","Nuclear receptor","0.0956237870388","0 /  10     "
"HMG-CoA reductase   (by homology)","HMGCR","P04035","CHEMBL402","Oxidoreductase","0.0956237870388","0 /  82     "
"T-cell protein-tyrosine phosphatase","PTPN2","P17706","CHEMBL3807","Phosphatase","0.0956237870388","0 /  26     "
"Low molecular weight phosphotyrosine protein phosphatase","ACP1","P24666","CHEMBL4903","Phosphatase","0.0956237870388","0 /  6     "
"Phosphodiesterase 4D","PDE4D","Q08499","CHEMBL288","Phosphodiesterase","0.0956237870388","0 /  9     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.0956237870388","0 /  2     "
"11-beta-hydroxysteroid dehydrogenase 2","HSD11B2","P80365","CHEMBL3746","Enzyme","0.0956237870388","0 /  12     "
"Protein-tyrosine phosphatase 2C","PTPN11","Q06124","CHEMBL3864","Phosphatase","0.0956237870388","0 /  2     "
"Thromboxane A2 receptor","TBXA2R","P21731","CHEMBL2069","Family A G protein-coupled receptor","0.0956237870388","0 /  9     "
"Tubulin--tyrosine ligase","TTL","Q8NG68","CHEMBL5549","Enzyme","0.0956237870388","0 /  15     "
"Leukocyte adhesion glycoprotein LFA-1 alpha","ITGAL","P20701","CHEMBL1803","Adhesion","0.0956237870388","0 /  3     "
"Signal transducer and activator of transcription 3","STAT3","P40763","CHEMBL4026","Transcription factor","0.0956237870388","0 /  5     "
"Serine/threonine protein phosphatase PP1-gamma catalytic subunit","PPP1CC","P36873","CHEMBL4438","Phosphatase","0.0956237870388","0 /  3     "
"DNA polymerase alpha subunit","POLA1","P09884","CHEMBL1828","Transferase","0.0956237870388","0 /  9     "
"Protein farnesyltransferase","FNTA FNTB","P49354 P49356","CHEMBL2094108","Enzyme","0.0956237870388","0 /  12     "
"Interleukin-1 beta","IL1B","P01584","CHEMBL1909490","Secreted protein","0.0956237870388","0 /  2     "
"Nitric oxide synthase, inducible   (by homology)","NOS2","P35228","CHEMBL4481","Enzyme","0.0956237870388","0 /  20     "
"Inhibitor of nuclear factor kappa B kinase beta subunit","IKBKB","O14920","CHEMBL1991","Kinase","0.0956237870388","0 /  6     "
"Apoptosis regulator Bcl-X","BCL2L1","Q07817","CHEMBL4625","Other ion channel","0.0956237870388","0 /  3     "
"Ribosomal protein S6 kinase alpha 5","RPS6KA5","O75582","CHEMBL4237","Kinase","0.0956237870388","0 /  3     "
"Cytochrome P450 17A1","CYP17A1","P05093","CHEMBL3522","Cytochrome P450","0.0956237870388","0 /  12     "
"Taste receptor type 2 member 31","TAS2R31","P59538","CHEMBL2034804","Taste family G protein-coupled receptor","0.0956237870388","0 /  1     "
"Endothelial PAS domain-containing protein 1","EPAS1","Q99814","CHEMBL1744522","Unclassified protein","0.0956237870388","0 /  1     "
"Anandamide amidohydrolase","FAAH","O00519","CHEMBL2243","Enzyme","0.0956237870388","0 /  9     "
"Isoleucyl-tRNA synthetase","IARS","P41252","CHEMBL3235","Enzyme","0.0956237870388","0 /  1     "
"Prostaglandin E synthase","PTGES","O14684","CHEMBL5658","Enzyme","0.0","0 /  12     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.0","0 /  4     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.0","0 /  5     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.0","0 /  1     "
"DNA polymerase beta","POLB","P06746","CHEMBL2392","Enzyme","0.0","0 /  16     "
"Protein kinase C alpha","PRKCA","P17252","CHEMBL299","Kinase","0.0","4 /  202     "
"Glucocorticoid receptor","NR3C1","P04150","CHEMBL2034","Nuclear receptor","0.0","0 /  31     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.0","0 /  25     "
"Cytochrome P450 2C19","CYP2C19","P33261","CHEMBL3622","Cytochrome P450","0.0","0 /  3     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.0","0 /  1     "
"Aldo-keto reductase family 1 member C2","AKR1C2","P52895","CHEMBL5847","Enzyme","0.0","0 /  1     "
"Aldo-keto reductase family 1 member C1","AKR1C1","Q04828","CHEMBL5905","Enzyme","0.0","0 /  1     "
"Proto-oncogene c-JUN","JUN","P05412","CHEMBL4977","Transcription factor","0.0","0 /  6     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.0","0 /  3     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.0","0 /  7     "
"Trypsin I","PRSS1","P07477","CHEMBL209","Protease","0.0","0 /  5     "
"Chymotrypsin C","CTRC","Q99895","CHEMBL2386","Protease","0.0","0 /  3     "
"Subtilisin/kexin type 7","PCSK7","Q16549","CHEMBL2232","Protease","0.0","0 /  1     "
"Glutathione S-transferase Mu 1","GSTM1","P09488","CHEMBL2081","Enzyme","0.0","0 /  1     "
"NACHT, LRR and PYD domains-containing protein 3","NLRP3","Q96P20","CHEMBL1741208","Unclassified protein","0.0","0 /  1     "
"Splicing factor 3B subunit 3","SF3B3","Q15393","CHEMBL1250378","Unclassified protein","0.0","0 /  7     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.0","0 /  2     "
"Neuropeptide Y receptor type 1","NPY1R","P25929","CHEMBL4777","Family A G protein-coupled receptor","0.0","1 /  0     "
"RAS guanyl releasing protein 3","RASGRP3","Q8IV61","CHEMBL3638","Other cytosolic protein","0.0","0 /  1     "
"Terminal deoxynucleotidyltransferase","DNTT","P04053","CHEMBL4810","Enzyme","0.0","0 /  3     "
"Neutral sphingomyelinase   (by homology)","SMPD2","O60906","CHEMBL4712","Enzyme","0.0","2 /  0     "
"Interleukin-8 receptor A","CXCR1","P25024","CHEMBL4029","Family A G protein-coupled receptor","0.0","0 /  2     "
"Corticosteroid binding globulin","SERPINA6","P08185","CHEMBL2421","Secreted protein","0.0","0 /  14     "
"Steroid 5-alpha-reductase 2","SRD5A2","P31213","CHEMBL1856","Oxidoreductase","0.0","0 /  12     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0","0 /  6     "
"Prolyl endopeptidase","PREP","P48147","CHEMBL3202","Protease","0.0","0 /  3     "
"Adenosine A2a receptor","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.0","2 /  0     "
"Leukotriene B4 receptor 1","LTB4R","Q15722","CHEMBL3911","Family A G protein-coupled receptor","0.0","0 /  4     "
"Phospholipase A2 group IIA","PLA2G2A","P14555","CHEMBL3474","Enzyme","0.0","6 /  8     "
"Acyl coenzyme A:cholesterol acyltransferase","CES1","P23141","CHEMBL2265","Enzyme","0.0","0 /  2     "
"Endothelin receptor ET-B   (by homology)","EDNRB","P24530","CHEMBL1785","Family A G protein-coupled receptor","0.0","1 /  0     "
"Hypoxia-inducible factor 1 alpha","HIF1A","Q16665","CHEMBL4261","Transcription factor","0.0","0 /  2     "
"Adrenergic receptor beta","ADRB2","P07550","CHEMBL210","Family A G protein-coupled receptor","0.0","1 /  0     "
"Beta-1 adrenergic receptor","ADRB1","P08588","CHEMBL213","Family A G protein-coupled receptor","0.0","1 /  0     "
"LXR-alpha","NR1H3","Q13133","CHEMBL2808","Nuclear receptor","0.0","0 /  6     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.0","0 /  3     "
"Matrix metalloproteinase 13","MMP13","P45452","CHEMBL280","Protease","0.0","3 /  0     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.0","3 /  0     "
"Matrix metalloproteinase 8","MMP8","P22894","CHEMBL4588","Protease","0.0","3 /  0     "
"Cannabinoid receptor 1","CNR1","P21554","CHEMBL218","Family A G protein-coupled receptor","0.0","0 /  16     "
"Cannabinoid receptor 2","CNR2","P34972","CHEMBL253","Family A G protein-coupled receptor","0.0","0 /  6     "
"Programmed cell death protein 4","PDCD4","Q53EL6","CHEMBL1781868","Unclassified protein","0.0","3 /  8     "
"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1","PIN1","Q13526","CHEMBL2288","Enzyme","0.0","0 /  3     "
"Delta opioid receptor","OPRD1","P41143","CHEMBL236","Family A G protein-coupled receptor","0.0","0 /  1     "
"Kappa Opioid receptor","OPRK1","P41145","CHEMBL237","Family A G protein-coupled receptor","0.0","0 /  6     "
"LDL-associated phospholipase A2","PLA2G7","Q13093","CHEMBL3514","Enzyme","0.0","1 /  0     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.0","1 /  13     "
"Serotonin transporter   (by homology)","SLC6A4","P31645","CHEMBL228","Electrochemical transporter","0.0","0 /  5     "
"Nuclear receptor ROR-gamma","RORC","P51449","CHEMBL1741186","Nuclear receptor","0.0","0 /  2     "
"Sodium/potassium-transporting ATPase alpha-1 chain","ATP1A1","P05023","CHEMBL1807","Primary active transporter","0.0","0 /  1     "
"Adenosine kinase","ADK","P55263","CHEMBL3589","Enzyme","0.0","2 /  0     "
"Toll-like receptor (TLR7/TLR9)","TLR9","Q9NR96","CHEMBL5804","Toll-like and Il-1 receptors","0.0","0 /  1     "
"3-phosphoinositide dependent protein kinase-1","PDPK1","O15530","CHEMBL2534","Kinase","0.0","2 /  0     "
"Phospholipase A2 group V","PLA2G5","P39877","CHEMBL4323","Enzyme","0.0","2 /  0     "
