"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Metabotropic glutamate receptor 2   (by homology)","GRM2","Q14416","CHEMBL5137","Family C G protein-coupled receptor","0.0","3 /  0     "
"Metabotropic glutamate receptor 3","GRM3","Q14832","CHEMBL2888","Family C G protein-coupled receptor","0.0","2 /  0     "
"Metabotropic glutamate receptor 6","GRM6","O15303","CHEMBL4573","Family C G protein-coupled receptor","0.0","1 /  0     "
"Thymidylate synthase   (by homology)","TYMS","P04818","CHEMBL1952","Transferase","0.0","7 /  0     "
"Ornithine decarboxylase","ODC1","P11926","CHEMBL1869","Lyase","0.0","2 /  0     "
"Glyoxalase I","GLO1","Q04760","CHEMBL2424","Enzyme","0.0","1 /  0     "
"Thymidine kinase, cytosolic","TK1","P04183","CHEMBL2883","Transferase","0.0","1 /  0     "
"Growth factor receptor-bound protein 2","GRB2","P62993","CHEMBL3663","Other cytosolic protein","0.0","1 /  0     "
"Arginase-1   (by homology)","ARG1","P05089","CHEMBL1075097","Enzyme","0.0","1 /  0     "
"Hypoxanthine-guanine phosphoribosyltransferase","HPRT1","P00492","CHEMBL2360","Enzyme","0.0","3 /  0     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.0","1 /  0     "
"Fructose-1,6-bisphosphatase","FBP1","P09467","CHEMBL3975","Enzyme","0.0","1 /  0     "
"Betaine--homocysteine S-methyltransferase 1","BHMT","Q93088","CHEMBL4328","Enzyme","0.0","3 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0","1 /  0     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0","1 /  0     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0","1 /  0     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","1 /  0     "
"Purinergic receptor P2Y1","P2RY1","P47900","CHEMBL4315","Family A G protein-coupled receptor","0.0","1 /  0     "
"Uridine 5'-monophosphate synthase","UMPS","P11172","CHEMBL5216","Enzyme","0.0","1 /  0     "
"Excitatory amino acid transporter 3   (by homology)","SLC1A1","P43005","CHEMBL2721","Electrochemical transporter","0.0","1 /  0     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.0","1 /  0     "
"Endothelin-converting enzyme 1","ECE1","P42892","CHEMBL4791","Protease","0.0","1 /  0     "
